ins_id,nome,descricao
SPLEVO,UTE LEVORIN,USI UTE LEVORIN SP
SPLWAC,UTE LWARCEL,USI UTE LWARCEL SP
SPNOBI,UTE N O BIOENER,USI UTE N O BIOENER SP
SPNEGR,UTE NGR DE FUMO,USI UTE NGR DE FUMO SP
SPOURO,UTE OUROESTE,USI UTE OUROESTE SP
SPPAUL,UTE PAULICEIA,USI UTE PAULICEIA SP
SPPION,UTE PIONEIRO,USI UTE PIONEIRO SP
SPPIOE,UTE PIONEIRO II,USI UTE PIONEIROS II SP
SPPITN,UTE PITANGUEIRA,USI UTE PITANGUEIRA SP
SPREFI,UTE REF REPLAN,USI UTE REF REPLAN SP
SPRHOI,UTE RHODIA PAUL,USI UTE RHODIA PAUL SP
SPRIOP,UTE RIO PARDO,USI UTE RIO PARDO SP
SPSANC,UTE ST CANDI I,USI UTE ST CANDI I SP
SPSANN,UTE ST CANDI II,USI UTE ST CANDI II SP
SPSANE,UTE ST ELISA I,USI UTE ST ELISA I SP
SPSAOR,UTE S FRANCISCO,USI UTE S FRANCISCO SP
SPSAOJ,UTE SAO JOAO,USI UTE SAO JOAO SP
SPSAOO,UTE S JOAO BIOG,USI UTE S JOAO BIOG SP
SPSAOM,UTE S MARTINHO,USI UTE S MARTINHO SP
SPSAOI,UTE SAO MAR ENE,USI UTE SAO MAR ENE SP
SPTARM,UTE TARUMA,USI UTE TARUMA SP
SPTECP,UTE TECIPAR,USI UTE TECIPAR SP
SPTERV,UTE TERMV CAIE,USI UTE TERMV CAIE SP
SPTREM,UTE TREMEMBE,USI UTE TREMEMBE SP
SPUFAU,UTE UFA,USI UTE UFA SP
SPUSIN,UTE U DA PEDRA,USI UTE U DA PEDRA SP
SPUSIS,UTE U SAO LUIZ,USI UTE U SAO LUIZ SP
SPVIRL,UTE VIRALCOOL,USI UTE VIRALCOOL SP
SPVIRC,UTE VIRALCOOL 2,USI UTE VIRALCOOL 2 SP
MGCENR,UFV CENTRAL MIN,USI UFV CENTRAL MIN MG
MGFCR,UFV FCR III ITA,USI UFV FCR III ITA MG
MGGUIM,UFV GUIMARA I,USI UFV GUIMARA I MG
MGGUIA,UFV GUIMARA II,USI UFV GUIMARA II MG
MGITA1,UFV ITA 01,USI UFV ITA 01 MG
MGITA2,UFV ITA 02,USI UFV ITA 02 MG
MGALTO,UHE ALTO BREJAU,USI UHE ALTO BREJAUBA MG
MGANJO,UHE ANJOS,USI UHE ANJOS MG
MGANNA,UHE ANNA MARIA,USI UHE ANNA MARIA MG
MGANTO,UHE ANT DIAS,USI UHE ANT DIAS MG
MGANTI,UHE ANT PRADO,USI UHE ANT PRADO MG
MGAREI,UHE AR BRANCA,USI UHE AR BRANCA MG
MGBOAI,UHE BOA VISTA I,USI UHE BOA VISTA I MG
MGBOMJ,UHE BOM JESUS,USI UHE BOM JESUS MG
MGBRAC,UHE BRACAO,USI UHE BRACAO MG
MGBREC,UHE BRECHA,USI UHE BRECHA MG
MGBREA,UHE BREJAUBA,USI UHE BREJAUBA MG
MGBRIT,UHE BRITO,USI UHE BRITO MG
MGCABC,UHE CABOCLO,USI UHE CABOCLO MG
MGCACE,UHE CAC FAGUND,USI UHE CAC FAGUND MG
MGCACA,UHE CAC PRAZER,USI UHE CAC PRAZER MG
MGCARD,UHE CARANDAI,USI UHE CARANDAI MG
MGCARG,UHE CARANGOLA,USI UHE CARANGOLA MG
MGCEDR,UHE CEDRO,USI UHE CEDRO MG
MGCORO,UHE CEL AM TEIX,USI UHE CEL AM TEIX MG
MGCRIS,UHE CRISTINA,USI UHE CRISTINA MG
MGDIVI,UHE DIVINO,USI UHE DIVINO MG
MGDONA,UHE D ENEDINA,USI UHE D ENEDINA MG
MGDORE,UHE DOR GUAN,USI UHE DOR GUAN MG
MGDOUR,UHE DOURADOS,USI UHE DOURADOS MG
MGDURA,UHE DURANDE,USI UHE DURANDE MG
MGESPR,UHE ESPRAIADO,USI UHE ESPRAIADO MG
MGFARI,UHE FARIA LEMOS,USI UHE FARIA LEMOS MG
MGFARA,UHE FARIAS,USI UHE FARIAS MG
MGFLOR,UHE FLORESTA,USI UHE FLORESTA MG
MGFLOE,UHE FLORESTAL,USI UHE FLORESTAL MG
MGFORT,UHE FORTUNA II,USI UHE FORTUNA II MG
MGFUMA,UHE FUMACA,USI UHE FUMACA MG
MGFUIL,UHE FUNIL DG,USI UHE FUNIL DG MG
MGFUNL,UHE FUNIL,USI UHE FUNIL MG
MGFURQ,UHE FURQUIM,USI UHE FURQUIM MG
MGINGA,UHE INGA,USI UHE INGA MG
MGINGM,UHE INGA MIRIM,USI UHE INGA MIRIM MG
MGINHA,UHE INHAPIM,USI UHE INHAPIM MG
MGJACA,UHE JACARE,USI UHE JACARE MG
MGJOAF,UHE JOAO FRANCO,USI UHE JOAO FRANCO MG
MGJOSE,UHE JOSE TOGNI,USI UHE JOSE TOGNI MG
MGJULI,UHE JULIOES,USI UHE JULIOES MG
MGLAVR,UHE LAVRAS,USI UHE LAVRAS MG
MGLIME,UHE LIMEIRA,USI UHE LIMEIRA MG
MGMALA,UHE MALAGONE,USI UHE MALAGONE MG
MGMATA,UHE MATA VELHA,USI UHE MATA VELHA MG
MGMIRD,UHE MIRADOURO,USI UHE MIRADOURO MG
MGMUCU,UHE MUCURI,USI UHE MUCURI MG
MGNINH,UHE N DA AGUIA,USI UHE N DA AGUIA MG
MGOURO,UHE OURO FINO,USI UHE OURO FINO MG
MGPACI,UHE PAC MASCA,USI UHE PAC MASCA MG
MGPARD,UHE PARDO,USI UHE PARDO MG
MGPEDA,UHE PDCIN CEU,USI UHE PDCIN CEU MG
MGPIPC,UHE PIPOCA,USI UHE PIPOCA MG
MGPIRP,UHE PIRAPANEMA,USI UHE PIRAPANEMA MG
MGPONE,UHE PT DO SILVA,USI UHE PT DO SILVA MG
MGPONQ,UHE PT QUEIMAD,USI UHE PT QUEIMAD MG
MGPOSS,UHE POSSES,USI UHE POSSES MG
MGSALT,UHE SALTO,USI UHE SALTO MG
MGSAMB,UHE SAMBURA,USI UHE SAMBURA MG
MGSANT,UHE SNT BARBARA,USI UHE SNT BARBARA MG
MGSANH,UHE SNT HELENA,USI UHE SNT HELENA MG
MGSANE,UHE SNT TEREZA,USI UHE SNT TEREZA MG
MGSANN,UHE SANT DESER,USI UHE SANT DESER MG
MGSAOG,UHE SAO GONCALO,USI UHE SAO GONCALO MG
MGSAOJ,UHE SAO JOAO,USI UHE SAO JOAO MG
MGSENH,UHE SRA PORTO,USI UHE SRA PORTO MG
MGSERR,UHE SER AGULHA,USI UHE SER AGULHA MG
MGSIMO,UHE SIMONESIA,USI UHE SIMONESIA MG
MGTAPU,UHE TAPUIRAMA,USI UHE TAPUIRAMA MG
MGVARI,UHE VARGINHA,USI UHE VARGINHA MG
MGVARZ,UHE VZ ALEGRE,USI UHE VZ ALEGRE MG
MGVERM,UHE VM VELHO,USI UHE VM VELHO MG
MGZETU,UHE ZE TUNIN,USI UHE ZE TUNIN MG
MGAGRO,UTE AGROPEU,USI UTE AGROPEU MG
MGALGA,UTE ALGAR AGRO,USI UTE ALGAR AGRO MG
MGALVO,UTE ALVORADA,USI UTE ALVORADA MG
MGASJS,UTE ASJA SABARA,USI UTE ASJA SABARA MG
MGAVGI,UTE AVG I-II,USI UTE AVG I-II MG
MGBARE,UTE BARREIRO,USI UTE BARREIRO MG
MGBIOA,UTE B ALVORADA,USI UTE B ALVORADA MG
MGBIOE,UTE BIO AROEIRA,USI UTE BIO AROEIRA MG
MGCARE,UTE CARNEIRINHO,USI UTE CARNEIRINHO MG
MGCENI,UTE CENIBRA,USI UTE CENIBRA MG
MGCTRJ,UTE CTR J FORA,USI UTE CTR J FORA MG
MGDVPA,UTE DVPA,USI UTE DVPA MG
MGENER,UTE ENERVALE,USI UTE ENERVALE MG
MGGABR,UTE GAB PASSOS,USI UTE GAB PASSOS MG
MGPLAT,UTE PLANTAR,USI UTE PLANTAR MG
MGRACO,UTE RC PATENSE,USI UTE RC PATENSE MG
MGSANJ,UTE SANTA JULIA,USI UTE SANTA JULIA MG
MGSANO,UTE SANTO ANGEL,USI UTE SANTO ANGEL MG
MGBAMA,UTE SID B MAUA,USI UTE SID B MAUA MG
MGTOTA,UTE TOTAL,USI UTE TOTAL MG
MGTRIL,UTE TRIALCOOL,USI UTE TRIALCOOL MG
MGUSII,UTE USIMINAS 2,USI UTE USIMINAS 2 MG
MGUSIN,UTE USINA CORUR,USI UTE USINA CORUR MG
MGUSIA,UTE USINA MONTE,USI UTE USINA MONTE MG
MGUSIR,UTE USIPAR INDU,USI UTE USIPAR INDU MG
MGUTUG,UTE UT UGPU ITA,USI UTE UT UGPU ITA MG
MGVAPO,UTE VALE DO PON,USI UTE VALE DO PON MG
MGVALI,UTE VALINHO,USI UTE VALINHO MG
MGWD,UTE WD,USI UTE WD MG
SPPRCC,UHE PIRACICABA,USI UHE PIRACICABA SP
SPPTRQ,UTE PETROCOQUE,USI UTE PETROCOQUE SP
RSALV2,ALVORADA 2,SUB ALVORADA 2 RS
CEMUCU,MUCURIPE,USI MUCURIPE CE
RSAGV,AGUA VERDE,SUB AGUA VERDE PR
MTFAZ,FAZENDA,SUB SE COLETORA FAZENDA MT
MTBN3,SE B. NORTE III,SUB SE BRA�O NORTE III MT
MTBN4,SE B. NORTE IV,SUB SE BRA�O NORTE IV MT
PILDV,LAG. DOS VENTOS,SUB LAGOA DOS VENTOS PI
PIVSA1,LDV_V SAN ANG1,USI Ventos de Santa Angela 1 PI
PISA02,LDV_V SAN ANG2,USI Ventos de Santa Angela 2 PI
PISA03,LDV_V SAN ANG3,USI Ventos de Santa Angela 3 PI
PISA04,LDV_V SAN ANG4,USI Ventos de Santa Angela 4 PI
PISA05,LDV_V SAN ANG5,USI Ventos de Santa Angela 5 PI
PISA06,LDV_V SAN ANG6,USI Ventos de Santa Angela 6 PI
PISA07,LDV_V SAN ANG7,USI Ventos de Santa Angela 7 PI
PISA08,LDV_V SAN ANG8,USI Ventos de Santa Angela 8 PI
PISA09,LDV_V SAN ANG9,USI Ventos de Santa Angela 9 PI
PISA10,LDV_V ST ANG10,USI Ventos de Santa Angela 10 PI
PISA11,LDV V ST ANG11,USI Ventos de Santa Angela 11 PI
PISA12,LDV_V ST ANG12,USI Ventos de Santa Angela 12 PI
PISA13,LDV_V ST ANG13,USI Ventos de Santa Angela 13 PI
MGACSD,ARCOS 2,SUB ARCOS 2 MG
PISA14,LDV_V ST ANG14,USI Ventos de Santa Angela 14 PI
MSUTOP,UT ONCA PINTADA,USI UTE ONCA PINTADA MS
PISA15,LDV_V ST ANG15,USI Ventos de Santa Angela 15 PI
PISA16,LDV V ST ANG16,USI Ventos de Santa Angela 16 PI
PISA17,LDV_V ST ANG17,USI Ventos de Santa Angela 17 PI
SPVACO,UTE V CASTILHO,USI UTE VIRALCOOL CASTILHO SP
PISA18,LDV_V ST ANG18,USI Ventos de Santa Angela 18 PI
PISA19,LDV_V ST ANG19,USI Ventos de Santa Angela 19 PI
PISA20,LDV_V ST ANG20,USI Ventos de Santa Angela 20 PI
PISA21,LDV_V ST ANG21,USI Ventos de Santa Angela 21 PI
SPGRA2,GUARARAPES 2,SUB GUARARAPES 2 SP
SPUIN,UTE INTERLAGOS,SUB UTE INTERLAGOS SP
MGSWOU,S SEBASTIAO OES,SUB S�O SEBASTI�O DO OESTE 1 MG
SPBPER,BRANCO PERES,SUB BRANCO PERES SP
SPETDO,ESTRELA D'OESTE,SUB ESTRELA D'OESTE SP
SPZARP,ZARAPLAST ELK,SUB ZARAPLAST SP
PRSEST,SE JATAPU,SUB SE JATAPU RR
RRSEST,SATELITE,SUB SATELITE RR
RJURU,URURAI,SUB URURAI RJ
BASDS,SOL DO SERTAO,SUB SOL DO SERTAO BA
SPURV1,UT R VERMELHO 1,USI UTE RIO VERMELHO SP
SPURV2,UT R VERMELHO 2,USI UTE RIO VERMELHO II SP
SPURV3,UT R VERMELHO 3,USI UTE RIO VERMELHO III SP
MTTUCU,TUCUNARE,USI TUCUNARE MT
MGCGG,COR GD GUANHAES,USI COR GD GUANHAES MG
MGCLME,CEL. MESQUITA,SUB CORONEL MESQUITA MG
MTVRA,VILA RICA,SUB VILA RICA MT
PISG07,SGO_SAO GONCA 7,USI SGO_SAO GONCALO 7 PI
PISG08,SGO_SAO GONCA 8,USI SGO_SAO GONCALO 8 PI
PISG11,SGO_SAO GONC 11,USI SGO_SAO GONCALO 11 PI
PISG12,SGO_S�O GONC 12,USI SGO_SAO GONCALO 12 PI
RNMDR,MONTE DO RONCA,SUB MONTE DO RONCA RN
RNESF1,MNR_VNT S.FERN1,USI MNR_VENTOS DE SAO FERNANDO 1 RN
RNESF2,MNR_VNT S.FERN2,USI MNR_VENTOS DE SAO FERNANDO 2 RN
RNESF3,MNR_VNT S.FERN3,USI MNR_VENTOS DE SAO FERNANDO 3 RN
MGJBA4,JANAUBA 4,SUB JANAUBA 4 MG
TOTAPU,TAPUIAS,USI TAPUIAS TO
TOPIAB,PIABANHA DO TOC,USI PIABANHA DO TOC TO
TOSIRI,SIRIVERA,USI SIRIVERA TO
TODOID,DOIDO,USI DOIDO TO
ALJITI,JITITUBA SANTO,USI JITITUBA SANTO AL
ALBENB,BEN BIOENERGIA,USI BEN BIOENERGIA AL
PEFAZE,FAZENDA ESMERAL,USI FAZENDA ESMERAL PE
PEMARI,MARIQUITA,USI MARIQUITA PE
PEPEDE,PE DE SERRA,USI PE DE SERRA PE
PBPRES,PRESIDENTE,USI PRESIDENTE PB
PBCARA,CARAVELA,USI CARAVELA PB
PBCOEL,COELHOS III,USI COELHOS III PB
PBATLA,ATLANTICA,USI ATLANTICA PB
PBCAMU,CAMURIM,USI CAMURIM PB
PBJAPU,JAPUNGU,USI JAPUNGU PB
PBMATA,USI MATARACA,USI USI MATARACA PB
PBALBA,ALBATROZ,USI ALBATROZ PB
PBCOEH,COELHOS II,USI COELHOS II PB
PBCOEO,COELHOS IV,USI COELHOS IV PB
PBMILL,USI MILLENNIUM,USI USI MILLENNIUM PB
PBMONT,MONTE ALEGRE,USI MONTE ALEGRE PB
PBCOES,COELHOS I,USI COELHOS I PB
PEHUMA,HUMAYTA,USI HUMAYTA PE
PEXAVA,XAVANTE,USI XAVANTE PE
PELUIZ,LUIZ DIAS LINS,USI LUIZ DIAS LINS PE
PEGIND,GINDAI,USI GINDAI PE
PEMAND,USI MANDACARU,USI USI MANDACARU PE
PEPAUS,PAU SANGUE,USI PAU SANGUE PE
PEPEDA,PEDRA FURADA,USI PEDRA FURADA PE
PEASJA,ASJA JABOATAO,USI ASJA JABOATAO PE
PEIPOJ,USI IPOJUCA,USI USI IPOJUCA PE
RNARAT,ARATUA I,USI ARATUA I RN
RNSOLA,SOLAR ALTO DO R,USI SOLAR ALTO DO R RN
RNMIAS,MIASSABA II,USI MIASSABA II RN
RNARIZ,ARIZONA 1,USI ARIZONA 1 RN
RNPARQ,PARQUE EOLICO C,USI PARQUE EOLICO C RN
ALORIE,ORIENTAL,USI ORIENTAL AL
PEPIRA,PIRAUA,USI PIRAUA PE
PESANA,SANTA TERESA,USI SANTA TERESA PE
PBGIAS,GIASA II,USI GIASA II PB
SCEOLI,UEE EOL AG DOCE,USI UEE EOL AG DOCE SC
PREOLI,UEE EOL PALMAS,USI UEE EOL PALMAS PR
SCBAIT,UHE BAITACA,USI UHE BAITACA SC
PRBARR,UHE BARRA,USI UHE BARRA PR
PRBOAV,UHE B VISTA I,USI UHE B VISTA I PR
PRCABE,UHE CAB DE PATO,USI UHE CAB DE PATO PR
PRCACH,UHE CACHOEIRA,USI UHE CACHOEIRA PR
PRCANH,UHE CANHADAO,USI UHE CANHADAO PR
PRCANT,UHE CANTU 2,USI UHE CANTU 2 PR
PRCAST,UHE CASTRO,USI UHE CASTRO PR
PRCAVR,UHE CAVERNOSO I,USI UHE CAVERNOSO I PR
PRCHAM,UHE CHAMINE,USI UHE CHAMINE PR
PRCHOP,UHE CHOPIM I,USI UHE CHOPIM I PR
SCCONT,UHE CONTESTADO,USI UHE CONTESTADO SC
SCCORO,UHE CEL ARAUJO,USI UHE CEL ARAUJO SC
PRCOVO,UHE COVO,USI UHE COVO PR
PRCRIS,UHE CRISTALINO,USI UHE CRISTALINO PR
PRDALB,UHE DALBA,USI UHE DALBA PR
SCDASP,UHE DAS PEDRAS,USI UHE DAS PEDRAS SC
PRGENE,UHE GENEROSO,USI UHE GENEROSO PR
PRITAG,UHE ITAGUACU,USI UHE ITAGUACU PR
PRJACA,UHE JACARE,USI UHE JACARE PR
PRMARU,UHE MARUMBI,USI UHE MARUMBI PR
PRMOIN,UHE MOINHO,USI UHE MOINHO PR
PRNOVA,UHE N JAGUARI,USI UHE N JAGUARI PR
PRNOVO,UHE NOVO HORIZO,USI UHE NOVO HORIZO PR
PROURO,UHE OURO BRANCO,USI UHE OURO BRANCO PR
PRPADO,UHE PADOVANI,USI UHE PADOVANI PR
SCPARD,UHE PARDOS,USI UHE PARDOS SC
PRPARQ,UHE PARQUE I,USI UHE PARQUE I PR
PRPEDR,UHE PEDRINHO I,USI UHE PEDRINHO I PR
PRPESQ,UHE PESQUEIRO,USI UHE PESQUEIRO PR
PRPULO,UHE PULO,USI UHE PULO PR
PRREIN,UHE REINHOFER,USI UHE REINHOFER PR
SCRIOB,UHE RIO BONITO,USI UHE RIO BONITO SC
PRRIOD,UHE RIO MORTES,USI UHE RIO MORTES PR
SCROND,UHE RONDINHA,USI UHE RONDINHA SC
PRSALT,UHE S BANDEIRAN,USI UHE S BANDEIRAN PR
PRSALN,UHE SALTO NATAL,USI UHE SALTO NATAL PR
PRSALS,UHE S S PEDRO,USI UHE S S PEDRO PR
SCSANU,UHE S LUZ ALTO,USI UHE S LUZ ALTO SC
PRSAOF,UHE S FRANCISCO,USI UHE S FRANCISCO PR
PRSAOP,UHE SAO PEDRO I,USI UHE SAO PEDRO I PR
PRTIGR,UHE TIGRE,USI UHE TIGRE PR
PRVELH,UHE VELHA,USI UHE VELHA PR
SCVICT,UHE VIC ADAMI,USI UHE VIC ADAMI SC
PRVILA,UHE VILA GALUPO,USI UHE VILA GALUPO PR
PRVITO,UHE VITORINO,USI UHE VITORINO PR
PRBIOC,UTE COOPCANA,USI UTE COOPCANA PR
PRCURI,UTE CT ENERGIA,USI UTE CT ENERGIA PR
PRDEST,UTE DESTILARIA,USI UTE DESTILARIA PR
PRECOL,UTE ECOLUZ,USI UTE ECOLUZ PR
PRGEOE,UTE ELE TAMBOA,USI UTE ELE TAMBOA PR
PRIGUA,UTE IG CARAMBEI,USI UTE IG CARAMBEI PR
PRSANA,UTE ST TEREZIN,USI UTE ST TEREZIN PR
PRUFL,UTE UFL,USI UTE UFL PR
PRUJU,UTE UJU,USI UTE UJU PR
PRUSAC,UTE USACUCAR,USI UTE USACUCAR PR
PRUSIB,UTE USI BIO,USI UTE USI BIO PR
SCEOLC,UEE EOLICA DE B,USI UEE EOLICA DE B SC
SCPARQ,UEE PARQUE EOLI,USI PARQUE EOL DO HORIZONTE SC
SCTUBA,UEE TUBARAO P&D,USI UEE TUBARAO P&D SC
SCMEGA,UFV MEGAWATT SO,USI UFV MEGAWATT SO SC
SCNOVA,UFV NOVA AURORA,USI UFV NOVA AURORA SC
SCADOP,UHE ADO POPINHA,USI UHE ADO POPINHA SC
SCAGUD,UHE AGUDO,USI UHE AGUDO SC
SCAGUT,UHE AGUTI,USI UHE AGUTI SC
SCALTE,UHE ALT BEN N1,USI UHE ALT BEN N1 SC
SCALTO,UHE ALT BEN 2,USI UHE ALT BEN 2 SC
SCALTB,UHE ALT BEM N,USI UHE ALT BEM N SC
SCALTI,UHE ALTO IRANI,USI UHE ALTO IRANI SC
SCANTU,UHE ANTUNES,USI UHE ANTUNES SC
SCAPAR,UHE APARECIDA,USI UHE APARECIDA SC
SCAPOL,UHE APOLO,USI UHE APOLO SC
SCARRO,UHE A CACHOR,USI UHE A CACHOR SC
SCARRI,UHE ARROIO TRIN,USI UHE ARROIO TRIN SC
SCARVO,UHE ARVOREDO,USI UHE ARVOREDO SC
SCBAND,UHE BANDEIRANTE,USI UHE BANDEIRANTE SC
SCBARR,UHE B CARNEIRO,USI UHE B CARNEIRO SC
SCBARA,UHE BARRA CLARA,USI UHE BARRA CLARA SC
SCBARD,UHE BARRA LEAO,USI UHE BARRA LEAO SC
SCBARO,UHE B R CHAPEU,USI UHE B R CHAPEU SC
SCBELM,UHE BELMONTE,USI UHE BELMONTE SC
SCBENE,UHE BENEDITO AL,USI UHE BENEDITO AL SC
SCBERT,UHE BERTOLDO JA,USI UHE BERTOLDO JA SC
SCBOMR,UHE BOM RETIRO,USI UHE BOM RETIRO SC
SCBRAN,UHE BRANCHER,USI UHE BRANCHER SC
SCBRUN,UHE B HEIDRICH,USI UHE B HEIDRICH SC
SCBRUO,UHE B H NETO,USI UHE B H NETO SC
SCBURR,UHE BURRO BRANC,USI UHE BURRO BRANC SC
SCCACH,UHE CAC PINHEIR,USI UHE CAC PINHEIR SC
SCCAMB,UHE CAMBOATA,USI UHE CAMBOATA SC
SCCAPI,UHE CAPIVARI,USI UHE CAPIVARI SC
SCCASA,UHE CASAGRANDE,USI UHE CASAGRANDE SC
SCCOQU,UHE COQUEIRAL,USI UHE COQUEIRAL SC
SCCORA,UHE CORACAO,USI UHE CORACAO SC
SCCURT,UHE CURT LINDNE,USI UHE CURT LINDNE SC
SCDALT,UHE DALTRO BIAN,USI UHE DALTRO BIAN SC
SCDETO,UHE DETOFOL,USI UHE DETOFOL SC
SCDONA,UHE DONA AMELIA,USI UHE DONA AMELIA SC
SCERNE,UHE ERNESTO LAV,USI UHE ERNESTO LAV SC
SCESTR,UHE ESTREITO,USI UHE ESTREITO SC
SCFLOR,UHE FLOR DO SER,USI UHE FLOR DO SER SC
SCFELZ,UHE FORCA E LUZ,USI UHE FORCA E LUZ SC
SCFRAS,UHE FRASCAL,USI UHE FRASCAL SC
SCG&D,UHE G & D,USI UHE G & D SC
SCGARC,UHE GARCA BRANC,USI UHE GARCA BRANC SC
SCHACK,UHE HACKER,USI UHE HACKER SC
SCHEID,UHE HEIDRICH,USI UHE HEIDRICH SC
SCHELE,UHE HELENA KUHL,USI UHE HELENA KUHL SC
SCHORS,UHE HORST PURNH,USI UHE HORST PURNH SC
SCIBIR,UHE IBIRAMA,USI UHE IBIRAMA SC
SCITAO,UHE ITAPOCUZI 2,USI UHE ITAPOCUZI 2 SC
SCITAP,UHE ITAPOCUZI 1,USI UHE ITAPOCUZI 1 SC
SCJOAO,UHE JOAO BORGES,USI UHE JOAO BORGES SC
SCKARL,UHE KARL KUHLEM,USI UHE KARL KUHLEM SC
SCLAME,UHE LAMBEDOR,USI UHE LAMBEDOR SC
SCLIBE,UHE LIBERDADE,USI UHE LIBERDADE SC
SCLONT,UHE LONTRAS,USI UHE LONTRAS SC
SCMACU,UHE MACUCO,USI UHE MACUCO SC
SCMARA,UHE MARIA PRETA,USI UHE MARIA PRETA SC
SCMARO,UHE MARIO FETT,USI UHE MARIO FETT SC
SCMEDI,UHE MEDIO GARCI,USI UHE MEDIO GARCI SC
RSMOIO,UHE MOINHO,USI UHE MOINHO RS
SCNOVF,UHE NOVA FATIMA,USI UHE NOVA FATIMA SC
RSOURO,UHE OURO,USI UHE OURO RS
SCPARI,UHE PARISOTTO,USI UHE PARISOTTO SC
SCPASS,UHE PASSO FERRA,USI UHE PASSO FERRA SC
SCPINH,UHE PINHAL,USI UHE PINHAL SC
SCPITO,UHE PITO,USI UHE PITO SC
SCPLAN,UHE PLANO ALTO,USI UHE PLANO ALTO SC
SCPRAT,UHE PRATA,USI UHE PRATA SC
SCR&FE,UHE R & F ENERG,USI UHE R & F ENERG SC
SCRIOA,UHE R PACAS,USI UHE R PACAS SC
SCRIOS,UHE R PEDRAS M,USI UHE R PEDRAS M SC
SCRIOP,UHE R PEDRAS,USI UHE R PEDRAS SC
SCRION,UHE R PONCHO 1,USI UHE R PONCHO 1 SC
SCRIOO,UHE R PONCHO 2,USI UHE R PONCHO 2 SC
RSRIOD,UHE R INDIOS,USI UHE R INDIOS RS
SCRIOF,UHE RIO FORTUNA,USI UHE RIO FORTUNA SC
SCRIOI,UHE R ITAIOZIN,USI UHE R ITAIOZIN SC
SCRIOM,UHE RIO MATO,USI UHE RIO MATO SC
SCRIOL,UHE R PALMEIR 1,USI UHE R PALMEIR 1 SC
SCRIOV,UHE RIO VERDE,USI UHE RIO VERDE SC
SCRIOR,UHE RIO VERMELH,USI UHE RIO VERMELH SC
SCRODE,UHE RODEIO BONI,USI UHE RODEIO BONI SC
SCRONC,UHE RONCADOR,USI UHE RONCADOR SC
SCRONI,UHE RON CHALANA,USI UHE RON CHALANA SC
SCRUDL,UHE RUDOLF,USI UHE RUDOLF SC
SCRUDF,UHE RUDOLF LIND,USI UHE RUDOLF LIND SC
SCSALT,UHE S FLORES,USI UHE S FLORES SC
SCSALE,UHE S DONNER 2,USI UHE S DONNER 2 SC
SCSALG,UHE SALTO GOES,USI UHE SALTO GOES SC
SCSALP,UHE SALTO PINTA,USI UHE SALTO PINTA SC
SCSALS,UHE SLT S ANTO,USI UHE SLT S ANTO SC
SCSANT,UHE SANTA ANA,USI UHE SANTA ANA SC
SCSANA,UHE SANTA ANNA,USI UHE SANTA ANNA SC
SCSANL,UHE SANTA LAURA,USI UHE SANTA LAURA SC
SCSANO,UHE SANTA ROSA,USI UHE SANTA ROSA SC
SCSANE,UHE SNT TESSARO,USI UHE SNT TESSARO SC
SCSAOD,UHE S DOMINGOS,USI UHE S DOMINGOS SC
SCSAOF,UHE S FRANCISCO,USI UHE S FRANCISCO SC
SCSAOJ,UHE SAO JORGE,USI UHE SAO JORGE SC
SCSAOM,UHE S MAURICIO,USI UHE S MAURICIO SC
SCSAOS,UHE S SEBASTIAO,USI UHE S SEBASTIAO SC
SCSAOV,UHE S VALENTIM,USI UHE S VALENTIM SC
SCSPES,UHE SPESSATTO,USI UHE SPESSATTO SC
SCTAQU,UHE TAQUARA VER,USI UHE TAQUARA VER SC
SCTEOD,UHE TEODORO SCH,USI UHE TEODORO SCH SC
SCTREZ,UHE 13 DE MAIO,USI UHE 13 DE MAIO SC
SCUVAI,UHE UVAIA,USI UHE UVAIA SC
SCVOLT,UHE VOLTA GRAND,USI UHE VOLTA GRAND SC
SCWIGG,UHE WIGGERS,USI UHE WIGGERS SC
SCWILL,UHE WILLY FALLE,USI UHE WILLY FALLE SC
SCXAVA,UHE XAVANTINA,USI UHE XAVANTINA SC
SCGRAN,UTE G S ROQUE,USI UTE G S ROQUE SC
SCITAJ,UTE ITAJAI BIOG,USI UTE ITAJAI BIOG SC
RSFAZE,UEE FAZENDA ROS,USI UEE FAZENDA ROS RS
RSPARQ,UEE PARQUE EOLI,USI UEE PARQUE EOLI RS
RSABRA,UHE ABRANJO I,USI UHE ABRANJO I RS
RSAUTO,UHE AUTODROMO,USI UHE AUTODROMO RS
RSBELA,UHE BELA UNIAO,USI UHE BELA UNIAO RS
RSBOAF,UHE BOA FE,USI UHE BOA FE RS
RSBURI,UHE BURICA,USI UHE BURICA RS
RSCAAY,UHE CAA YARI,USI UHE CAA YARI RS
RSCARS,UHE CARLOS GONZ,USI UHE CARLOS GONZ RS
RSCAXA,UHE CAXAMBU,USI UHE CAXAMBU RS
RSCAZU,UHE CAZUZA FERR,USI UHE CAZUZA FERR RS
RSDONA,UHE DONA MARIA,USI UHE DONA MARIA RS
RSFERR,UHE FERRADURA,USI UHE FERRADURA RS
RSFRED,UHE FREDERICO J,USI UHE FREDERICO J RS
RSFURN,UHE FURNAS DO S,USI UHE FURNAS DO S RS
RSGUAR,UHE GUARITA,USI UHE GUARITA RS
RSJARD,UHE JARDIM,USI UHE JARDIM RS
