eqp_id,age_id,descricao,instalacao_de,instalacao_para
PISG020SGO-G2,ENL,LT 34P5 kV SGO_SAO GON 2 / SAO GONCALO C G2 PI,PISG02,PISGO
PISG020SGO-G3,ENL,LT 34P5 kV SGO_SAO GON 2 / SAO GONCALO C G3 PI,PISG02,PISGO
PISG030SGO-1,ENL,LT 34P5 kV SGO_SAO GON 3 / SAO GONCALO C G1 PI,PISG03,PISGO
PISG030SGO-G2,ENL,LT 34P5 kV SGO_SAO GON 3 / SAO GONCALO C G2 PI,PISG03,PISGO
PISG030SGO-G3,ENL,LT 34P5 kV SGO_SAO GON 3 / SAO GONCALO C G3 PI,PISG03,PISGO
PISG040SGO-1,ENL,LT 34P5 kV SGO_SAO GON 4 / SAO GONCALO C G1 PI,PISG04,PISGO
PISG040SGO-G2,ENL,LT 34P5 kV SGO_SAO GON 4 / SAO GONCALO C G2 PI,PISG04,PISGO
PISG040SGO-G3,ENL,LT 34P5 kV SGO_SAO GON 4 / SAO GONCALO C G3 PI,PISG04,PISGO
PISG050SGO-1,ENL,LT 34P5 kV SGO_SAO GON 5 / SAO GONCALO C G1 PI,PISG05,PISGO
PISG050SGO-G2,ENL,LT 34P5 kV SGO_SAO GON 5 / SAO GONCALO C G2 PI,PISG05,PISGO
PISG050SGO-G3,ENL,LT 34P5 kV SGO_SAO GON 5 / SAO GONCALO C G3 PI,PISG05,PISGO
PISG060SGO-1,ENL,LT 34P5 kV SGO_SAO GON 6 / SAO GONCALO C G1 PI,PISG06,PISGO
PISG060SGO-G2,ENL,LT 34P5 kV SGO_SAO GON 6 / SAO GONCALO C G2 PI,PISG06,PISGO
PISG060SGO-G3,ENL,LT 34P5 kV SGO_SAO GON 6 / SAO GONCALO C G3 PI,PISG06,PISGO
PISG070SGO-1,ENL,LT 34P5 kV SGO_SAO GONCA 7 / SAO GONCALO C G1 PI,PISG07,PISGO
PISG070SGO-G2,ENL,LT 34P5 kV SGO_SAO GONCA 7 / SAO GONCALO C G2 PI,PISG07,PISGO
PISG080SGO-1,ENL,LT 34P5 kV SGO_SAO GONCA 8 / SAO GONCALO C G1 PI,PISG08,PISGO
PISG080SGO-G2,ENL,LT 34P5 kV SGO_SAO GONCA 8 / SAO GONCALO C G2 PI,PISG08,PISGO
PISG100SGO-1,ENL,LT 34P5 kV SGO_SAO GON 10 / SAO GONCALO C G1 PI,PISG10,PISGO
PISG100SGO-G2,ENL,LT 34P5 kV SGO_SAO GON 10 / SAO GONCALO C G2 PI,PISG10,PISGO
PISG100SGO-G3,ENL,LT 34P5 kV SGO_SAO GON 10 / SAO GONCALO C G3 PI,PISG10,PISGO
PISG110SGO-1,ENL,LT 34P5 kV SGO_SAO GONC 11 / SAO GONCALO C G1 PI,PISG11,PISGO
PISG110SGO-G2,ENL,LT 34P5 kV SGO_SAO GONC 11 / SAO GONCALO C G2 PI,PISG11,PISGO
PISG120SGO-1,ENL,LT 34P5 kV SGO_S�O GONC 12 / SAO GONCALO C G1 PI,PISG12,PISGO
PISG120SGO-G2,ENL,LT 34P5 kV SGO_S�O GONC 12 / SAO GONCALO C G2 PI,PISG12,PISGO
PISG140SGO-1,ENL,LT 34P5 kV SGOA_SAO GON 14 / SAO GONCALO C G1 PI,PISG14,PISGO
PISG140SGO-G2,ENL,LT 34P5 kV SGOA_SAO GON 14 / SAO GONCALO C G2 PI,PISG14,PISGO
PISG150SGO-1,ENL,LT 34P5 kV SGOA_SAO GON 15 / SAO GONCALO C G1 PI,PISG15,PISGO
PISG150SGO-G2,ENL,LT 34P5 kV SGOA_SAO GON 15 / SAO GONCALO C G2 PI,PISG15,PISGO
PISG170SGO-1,ENL,LT 34P5 kV SGOA_SAO GON 17 / SAO GONCALO C G1 PI,PISG17,PISGO
PISG170SGO-G2,ENL,LT 34P5 kV SGOA_SAO GON 17 / SAO GONCALO C G2 PI,PISG17,PISGO
PISG180SGO-1,ENL,LT 34P5 kV SGOA_SAO GON 18 / SAO GONCALO C G1 PI,PISG18,PISGO
PISG180SGO-G2,ENL,LT 34P5 kV SGOA_SAO GON 18 / SAO GONCALO C G2 PI,PISG18,PISGO
PISG190SGO-1,ENL,LT 34P5 kV SGOA_SAO GON 19 / SAO GONCALO C G1 PI,PISG19,PISGO
PISG190SGO-G2,ENL,LT 34P5 kV SGOA_SAO GON 19 / SAO GONCALO C G2 PI,PISG19,PISGO
PISG210SGO-1,ENL,LT 34P5 kV SGO_SAO GON 21 / SAO GONCALO C G1 PI,PISG21,PISGO
PISG210SGO-G2,ENL,LT 34P5 kV SGO_SAO GON 21 / SAO GONCALO C G2 PI,PISG21,PISGO
PISG210SGO-G3,ENL,LT 34P5 kV SGO_SAO GON 21 / SAO GONCALO C G3 PI,PISG21,PISGO
PISG220SGO-1,ENL,LT 34P5 kV SGO_SAO GON 22 / SAO GONCALO C G1 PI,PISG22,PISGO
PISG220SGO-G2,ENL,LT 34P5 kV SGO_SAO GON 22 / SAO GONCALO C G2 PI,PISG22,PISGO
PISG220SGO-G3,ENL,LT 34P5 kV SGO_SAO GON 22 / SAO GONCALO C G3 PI,PISG22,PISGO
PISGO-5GID-1,ENL,LT 500 kV SAO GONCALO / GILBUES II C L4 PI,PISGO,PIGBD
PISJI-0ELM-1,CHF,LT 69 kV S.JOAO PIAUI / ELISEU MARTINS C M2 PI,PISJI,PIELM
PISJI-2ELM-1,CHF,LT 230 kV S.JOAO PIAUI / ELISEU MARTINS C M2 PI,PISJI,PIELM
PISJI-2LDB-M3,200,LT 230 kV S.JOAO PIAUI / LAGOA BARRO I C M3 PI,PISJI,PILDB
PISJI-2PIC-1,CHF,LT 230 kV S.JOAO PIAUI / PICOS C M1 PI,PISJI,PIPIC
PISJI-5BEA-1,CHF,LT 500 kV S.JOAO PIAUI / B. ESPERANCA C C6 PI,PISJI,PIBEA
PISJI-5ITA-1,,LT 500 kV S.JOAO PIAUI / SOL DE ITAUEIRA C 1 PI,PISJI,PIITA
PISJI-5MLD-1CE,IRC,LT 500 kV S.JOAO PIAUI / MILAGRES II C 1 PI/CE,PISJI,CEMLD
PISJI-5MLD-2CE,,LT 500 kV S.JOAO PIAUI / MILAGRES II C 2 PI/CE,PISJI,CEMLD
PISJI-5MLG-1CE,IRC,LT 500 kV S.JOAO PIAUI / MILAGRES C V4 PI/CE,PISJI,CEMLG
PISJI-5SJII1,,LT 500 kV S.JOAO PIAUI / S.JOAO PIAUI II C 1 PI,PISJI,PISJII
PISJI-5SJII2,,LT 500 kV S.JOAO PIAUI / S.JOAO PIAUI II C 2 PI,PISJI,PISJII
PISJII5RGV-1,,LT 500 kV S.JOAO PIAUI II / RIB.GONCALVES C 1 PI,PISJII,PIRGO
PISJII5RGV-2,,LT 500 kV S.JOAO PIAUI II / RIB.GONCALVES C 2 PI,PISJII,PIRGO
PISJII5RGV-3,,LT 500 kV S.JOAO PIAUI II / RIB.GONCALVES C 3 PI,PISJII,PIRGO
PISJP-5SJI-1,CRE,LT 500 kV UFV SJP / S.JOAO PIAUI C P3 PI,PISJP,PISJI
PISJP10SJP-1,CRE,LT 34P5 kV SJP_S_J_PIAUI 1 / UFV SJP C 1 PI,PISJP1,PISJP
PISJP20SJP-1,CRE,LT 34P5 kV SJP_S_J_PIAUI 2 / UFV SJP C 1 PI,PISJP2,PISJP
PISJP30SJP-1,CRE,LT 34P5 kV SJP_S_J_PIAUI 3 / UFV SJP C 1 PI,PISJP3,PISJP
PISJP40SJP-1,CRE,LT 34P5 kV SJP_S_J_PIAUI 4 / UFV SJP C 1 PI,PISJP4,PISJP
PISJP50SJP-1,CRE,LT 34P5 kV SJP_S_J_PIAUI 5 / UFV SJP C 1 PI,PISJP5,PISJP
PISJP60SJP-1,CRE,LT 34P5 kV SJP_S_J_PIAUI 6 / UFV SJP C 1 PI,PISJP6,PISJP
PISR030LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE03 / LAGOA VENTOS 3 C 1 PI,PISR03,PILV3
PISR050LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE05 / LAGOA VENTOS 3 C 1 PI,PISR05,PILV3
PISR060LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE06 / LAGOA VENTOS 3 C 1 PI,PISR06,PILV3
PISR070LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE07 / LAGOA VENTOS 3 C 1 PI,PISR07,PILV3
PISR130LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE13 / LAGOA VENTOS 3 C 1 PI,PISR13,PILV3
PISR130LV3-2,ENL,LT 34P5 kV PILV3_VSROQUE13 / LAGOA VENTOS 3 C 2 PI,PISR13,PILV3
PISR190LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE19 / LAGOA VENTOS 3 C 1 PI,PISR19,PILV3
PISR190LV3-2,ENL,LT 34P5 kV PILV3_VSROQUE19 / LAGOA VENTOS 3 C 2 PI,PISR19,PILV3
PISR220LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE22 / LAGOA VENTOS 3 C 1 PI,PISR22,PILV3
PISR220LV3-2,ENL,LT 34P5 kV PILV3_VSROQUE22 / LAGOA VENTOS 3 C 2 PI,PISR22,PILV3
PISR260LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE26 / LAGOA VENTOS 3 C 1 PI,PISR26,PILV3
PISR260LV3-2,ENL,LT 34P5 kV PILV3_VSROQUE26 / LAGOA VENTOS 3 C 2 PI,PISR26,PILV3
PISR290LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE29 / LAGOA VENTOS 3 C 1 PI,PISR29,PILV3
PISR290LV3-2,ENL,LT 34P5 kV PILV3_VSROQUE29 / LAGOA VENTOS 3 C 2 PI,PISR29,PILV3
PISVR-1SBA-1,SMM,LT 138 kV SANTA VERONICA / SAO BASILIO C L2 PI,PISVR,PISBA
PISVR-1SBA-2,,LT 138 kV SANTA VERONICA / SAO BASILIO C 2 PI,PISVR,PISBA
PITEIV5GAR-1MA,,LT 500 kV TERESINA IV / GRA�A ARANHA C 1 PI/MA,PITEIV,MAGAR
PITEIV5TGD-2CE,,LT 500 kV TERESINA IV / TIANGUA II C 2 PI/CE,PITEIV,CETIA
PITEIV5TSD-1,,LT 500 kV TERESINA IV / TERESINA II C 1 PI,PITEIV,PITSD
PITSA-2CH--1MA,ENT,LT 230 kV TERESINA / COELHO NETO C 1 PI/MA,PITSA,MACH
PITSA-2PRI-1,CHF,LT 230 kV TERESINA / PIRIPIRI C S1 PI,PITSA,PIPRI
PITSD-2TSA-1,CHF,LT 230 kV TERESINA II / TERESINA C L3 PI,PITSD,PITSA
PITSD-2TSA-2,CHF,LT 230 kV TERESINA II / TERESINA C L4 PI,PITSD,PITSA
PITSD-2TST-1,CHF,LT 230 kV TERESINA II / TERESINA III C L5 PI,PITSD,PITST
PITSD-2TST-2,CHF,LT 230 kV TERESINA II / TERESINA III C L6 PI,PITSD,PITST
PITSD-5GAR-1MA,,LT 500 kV TERESINA II / GRA�A ARANHA C 1 PI/MA,PITSD,MAGAR
PITSD-5GAR-3MA,,LT 500 kV TERESINA II / GRA�A ARANHA C 2 PI/MA,PITSD,MAGAR
PITSD-5PD--1MA,CHF,LT 500 kV TERESINA II / P.DUTRA C C8 PI/MA,PITSD,MAPD
PITSD-5PD--2MA,CHF,LT 500 kV TERESINA II / P.DUTRA C C9 PI/MA,PITSD,MAPD
PITSD-5PD--3MA,,LT 500 kV TERESINA II / P.DUTRA C 3 PI/MA,PITSD,MAPD
PITSD-5SBT-1CE,CHF,LT 500 kV TERESINA II / SOBRAL III C V9 PI/CE,PITSD,CESBT
PITSD-5SBT-2CE,CHF,LT 500 kV TERESINA II / SOBRAL III C V8 PI/CE,PITSD,CESBT
PITSD-5SBT-3CE,,LT 500 kV TERESINA II / SOBRAL III C 3 PI/CE,PITSD,CESBT
PITSD-5TEIV2,,LT 500 kV TERESINA II / TERESINA IV C 2 PI,PITSD,PITEIV
PITSD-5TIA-1CE,CHF,LT 500 kV TERESINA II / TIANGUA II C V9 PI/CE,PITSD,CETIA
PITSD-5VEA-1,,LT 500 kV TERESINA II / VEA II C 1 PI,PITSD,PIVEA
PIUBE-2BEA-1,CHF,LT 230 kV UB.ESPERANCA / B. ESPERANCA C V1 PI,PIUBE,PIBEA
PIURG20RG3-11,EEH,LT 34P5 kV RG3_RIB GONCAL2 / RIB GONCALVES 3 C 11 PI,PIURG2,PIRG3
PIURG20RG3-12,EEH,LT 34P5 kV RG3_RIB GONCAL2 / RIB GONCALVES 3 C 12 PI,PIURG2,PIRG3
PIURG30RG3-21,EEH,LT 34P5 kV RG3_RIB GONCAL3 / RIB GONCALVES 3 C 21 PI,PIURG3,PIRG3
PIURG30RG3-22,EEH,LT 34P5 kV RG3_RIB GONCAL3 / RIB GONCALVES 3 C 22 PI,PIURG3,PIRG3
PIURG40RG3-51,EEH,LT 34P5 kV RG3_RIB GONCAL4 / RIB GONCALVES 3 C 51 PI,PIURG4,PIRG3
PIURG60RG3-71,EEH,LT 34P5 kV RG3_RIB GONCAL6 / RIB GONCALVES 3 C 71 PI,PIURG6,PIRG3
PIURG60RG3-72,EEH,LT 34P5 kV RG3_RIB GONCAL6 / RIB GONCALVES 3 C 72 PI,PIURG6,PIRG3
PIURG70RG3-31,EEH,LT 34P5 kV RG3_RIB GONCAL7 / RIB GONCALVES 3 C 31 PI,PIURG7,PIRG3
PIURG70RG3-32,EEH,LT 34P5 kV RG3_RIB GONCAL7 / RIB GONCALVES 3 C 32 PI,PIURG7,PIRG3
PIURG80RG3-61,EEH,LT 34P5 kV RG3_RIB GONCAL8 / RIB GONCALVES 3 C 61 PI,PIURG8,PIRG3
PIURG80RG3-62,EEH,LT 34P5 kV RG3_RIB GONCAL8 / RIB GONCALVES 3 C 62 PI,PIURG8,PIRG3
PIVDP22CNP-L8,AMN,LT 230 kV VTS PIAUI II / CURRAL PIAUI II C L8 PI,PIVDP2,PICNP
PIVDP32CNP-L9,AMN,LT 230 kV VTS PIAUI III / CURRAL PIAUI II C L9 PI,PIVDP3,PICNP
PIVEA-5TGD-1CE,,LT 500 kV VEA II / TIANGUA II C 1 PI/CE,PIVEA,CETIA
PIVI010VDP2C1,AMN,LT 34P5 kV VDP2_VT S CAIO / VTS PIAUI II C C1 PI,PIVI01,PIVDP2
PIVI010VDP2C2,AMN,LT 34P5 kV VDP2_VT S CAIO / VTS PIAUI II C C2 PI,PIVI01,PIVDP2
PIVI020VDP2C1,AMN,LT 34P5 kV VDP2_VT S CIRO / VTS PIAUI II C C1 PI,PIVI02,PIVDP2
PIVI020VDP2C2,AMN,LT 34P5 kV VDP2_VT S CIRO / VTS PIAUI II C C2 PI,PIVI02,PIVDP2
PIVI030VDP2C1,AMN,LT 34P5 kV VDP2_VT CRISPIM / VTS PIAUI II C C1 PI,PIVI03,PIVDP2
PIVI030VDP2C2,AMN,LT 34P5 kV VDP2_VT CRISPIM / VTS PIAUI II C C2 PI,PIVI03,PIVDP2
PIVI030VDP2C3,AMN,LT 34P5 kV VDP2_VT CRISPIM / VTS PIAUI II C C3 PI,PIVI03,PIVDP2
PIVI040VDP2C1,AMN,LT 34P5 kV VDP2_VT CIRIACO / VTS PIAUI II C C1 PI,PIVI04,PIVDP2
PIVI040VDP2C2,AMN,LT 34P5 kV VDP2_VT CIRIACO / VTS PIAUI II C C2 PI,PIVI04,PIVDP2
PIVI040VDP2C3,AMN,LT 34P5 kV VDP2_VT CIRIACO / VTS PIAUI II C C3 PI,PIVI04,PIVDP2
PIVI050VDP2C1,AMN,LT 34P5 kV VDP2_VT ALDERIC / VTS PIAUI II C C1 PI,PIVI05,PIVDP2
PIVI050VDP2C2,AMN,LT 34P5 kV VDP2_VT ALDERIC / VTS PIAUI II C C2 PI,PIVI05,PIVDP2
PIVI050VDP2C3,AMN,LT 34P5 kV VDP2_VT ALDERIC / VTS PIAUI II C C3 PI,PIVI05,PIVDP2
PIVI150VDP3C1,AMN,LT 34P5 kV VDP3_VT SAPOLI / VTS PIAUI III C C1 PI,PIVI15,PIVDP3
PIVI150VDP3C2,AMN,LT 34P5 kV VDP3_VT SAPOLI / VTS PIAUI III C C2 PI,PIVI15,PIVDP3
PIVI160VDP3C1,AMN,LT 34P5 kV VDP3_VT SALEXA / VTS PIAUI III C C1 PI,PIVI16,PIVDP3
PIVI160VDP3C2,AMN,LT 34P5 kV VDP3_VT SALEXA / VTS PIAUI III C C2 PI,PIVI16,PIVDP3
PIVI160VDP3C3,AMN,LT 34P5 kV VDP3_VT SALEXA / VTS PIAUI III C C3 PI,PIVI16,PIVDP3
PIVI180VDP3C1,AMN,LT 34P5 kV VDP3_VT SJII / VTS PIAUI III C C1 PI,PIVI18,PIVDP3
PIVI180VDP3C2,AMN,LT 34P5 kV VDP3_VT SJII / VTS PIAUI III C C2 PI,PIVI18,PIVDP3
PIVSR10LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE01 / LAGOA VENTOS 3 C 2 PI,PIVSR1,PILV3
PIVSR10LV3-1-------1,ENL,LT 34P5 kV PILV3_VSROQUE01 / LAGOA VENTOS 3 C 1 PI,PIVSR1,PILV3
PIVSR20LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE02 / LAGOA VENTOS 3 C 1 PI,PIVSR2,PILV3
PIVSR20LV3-1-------1,ENL,LT 34P5 kV PILV3_VSROQUE02 / LAGOA VENTOS 3 C 2 PI,PIVSR2,PILV3
PIVSR30LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE04 / LAGOA VENTOS 3 C 1 PI,PIVSR3,PILV3
PIVSR40LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE08 / LAGOA VENTOS 3 C 1 PI,PIVSR4,PILV3
PIVSR50LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE11 / LAGOA VENTOS 3 C 1 PI,PIVSR5,PILV3
PIVSR60LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE16 / LAGOA VENTOS 3 C 1 PI,PIVSR6,PILV3
PIVSR70LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE17 / LAGOA VENTOS 3 C 1 PI,PIVSR7,PILV3
PIVSR80LV3-1,ENL,LT 34P5 kV PILV3_VSROQUE18 / LAGOA VENTOS 3 C 1 PI,PIVSR8,PILV3
PIVSR80LV3-2,ENL,LT 34P5 kV PILV3_VSROQUE18 / LAGOA VENTOS 3 C 2 PI,PIVSR8,PILV3
PRAAL-1AST-1,COD,LT 138 kV ALTO ALEGRE / ASTORGA C 1 PR,PRAAL,PRAST
PRAAL-1CDO-1,COD,LT 138 kV ALTO ALEGRE / COLORADO C 1 PR,PRAAL,PRCDO
PRAAL-1SNO-1,COG,LT 138 kV ALTO ALEGRE / SANTO INACIO C 1 PR,PRAAL,PRSNO
PRABA-0BAL-1,COD,LT 69 kV ATUBA / BAIRRO ALTO C 1 PR,PRATB,PRBAL
PRABA-0BCH-1,COD,LT 69 kV ATUBA / BACACHERI C 1 PR,PRATB,PRBCH
PRABA-0TMA-1,COD,LT 69 kV ATUBA / TARUMA C 1 PR,PRATB,PRTRM
PRADA-0SAG-1SP,COG,LT 88 kV ANDIRA / SALTO GRANDE SP C 1 PR/SP,PRADA,SPSAG
PRADA-0SAG-2SP,COG,LT 88 kV ANDIRA / SALTO GRANDE SP C 2 PR/SP,PRADA,SPSAG
PRADA-1BAD-1,COD,LT 138 kV ANDIRA / BANDEIRANTES C 1 PR,PRADA,PRBAD
PRADA-1CPO-1,COD,LT 138 kV ANDIRA / CORN.PROCOPIO C 1 PR,PRADA,PRCPO
PRADA-1SPL-1,COG,LT 138 kV ANDIRA / S.A.PLATINA C 1 PR,PRADA,PRSPL
PRADA22ASS-1SP,CTP,LT 230 kV ANDIRA LESTE / ASSIS C 1 PR/SP,PRADA2,SPASS
PRADA22SAG-1SP,CTP,LT 230 kV ANDIRA LESTE / SALTO GRANDE SP C 1 PR/SP,PRADA2,SPSAG
PRADG-0PIL-1,COD,LT 69 kV A. DA GLORIA / PILARZINHO C 1 PR,PRAGL,PRPIL
PRADL-1ADA-1,COD,LT 138 kV ANDIRA LESTE / ANDIRA C 1 PR,PRADA2,PRADA
PRADL-1BAD-1,COD,LT 138 kV ANDIRA LESTE / BANDEIRANTES C 1 PR,PRADA2,PRBAD
PRADL-1SPL-1,COD,LT 138 kV ANDIRA LESTE / S.A.PLATINA C 1 PR,PRADA2,PRSPL
PRAEV-1MIA-1,COD,LT 138 kV AMBEV / MALTARIA C GER C 1 PR,PRAEV,PRMIA
PRAEV-1TOL-1,COD,LT 138 kV AMBEV / TIROL C 1 PR,PRAEV,PRTOL
PRAGL-0BCH-1,COD,LT 69 kV A. DA GLORIA / BACACHERI C 1 PR,PRAGL,PRBCH
PRAGL-0CPN-1,COD,LT 69 kV A. DA GLORIA / CAPANEMA C 1 PR,PRAGL,PRCPN
PRAGV-0PRO-1,COD,LT 69 kV AGUA VERDE / PAROLIN C 1 PR,RSAGV,PRPRO1
PRAGV-0SQT-1,COD,LT 69 kV AGUA VERDE / SANTAQUITERIA C 1 PR,RSAGV,PRSQU
PRAIA-0UMB-2,COD,LT 69 kV ARAUCARIA / UMBARA C 2 PR,PRARI,PRUMB
PRALT-1GUA-1,COG,LT 138 kV ALTONIA / GUAIRA C 1 PR,PRALT,PRGUA
PRAND-1CEL-1,COG,LT 138 kV CHATEAUBRIAND / CASCAVEL C 1 PR,PRAND,PRCEL
PRAND-1CVN-1,COP,LT 138 kV CHATEAUBRIAND / CASCAVEL NORT C 1 PR,PRAND,PRCTE
PRAND-1PHS-1,COD,LT 138 kV CHATEAUBRIAND / PINHEIROS C 1 PR,PRAND,PRPHS
PRAND-1PNA-1,COD,LT 138 kV CHATEAUBRIAND / PALOTINA C 1 PR,PRAND,PRPNA
PRAND-1UMU-1,COD,LT 138 kV CHATEAUBRIAND / UMUARAMA C 1 PR,PRAND,PRUMU
PRAPA-1APG-1,COD,LT 138 kV APUCARANA / ARAPONGAS C 1 PR,PRAPA,PRAPG
PRAPA-1APG-2,COP,LT 138 kV APUCARANA / ARAPONGAS C 2 PR,PRAPA,PRAPG
PRAPA-1CTR-1,COD,LT 138 kV APUCARANA / CRISTO REI C 1 PR,PRAPA,PRCTR
PRAPA-1FAX-1,COD,LT 138 kV APUCARANA / FAXINAL C 1 PR,PRAPA,PRFAX
PRAPA-1IGP-1,COD,LT 138 kV APUCARANA / SE IGAPO C 1 PR,PRAPA,PRIGP
PRAPA-1LNS-1,COD,LT 138 kV APUCARANA / LONDRINA SUL C 1 PR,PRAPA,PRLOS
PRAPA-1MGI-1,COG,LT 138 kV APUCARANA / MANDAGUARI C 1 PR,PRAPA,PRMGI
PRAPA-1VCZ-1,COG,LT 138 kV APUCARANA / VERA CRUZ C 1 PR,PRAPA,PRVCZ
PRAPA-2FRA-1,COG,LT 230 kV APUCARANA / FIGUEIRA C 1 PR,PRAPA,PRFRA
PRAPA-2LOS-1,GTE,LT 230 kV APUCARANA / LONDRINA SUL C 1 PR,PRAPA,PRLOS
PRAPA-2MGA-1,COG,LT 230 kV APUCARANA / MARINGA C 1 PR,PRAPA,PRMGA
PRAPA-2SDI-1,COG,LT 230 kV APUCARANA / SARANDI C 1 PR,PRAPA,PRSDI
PRAPE-0SJP-1,COD,LT 69 kV AFONSO PENA / S J D PINHAIS C 1 PR,PRAPE,PRSJP
PRAPE-0UBR-1,COD,LT 69 kV AFONSO PENA / UBERABA C 1 PR,PRAPE,PRUBR
PRAPG-1LNS-1,COD,LT 138 kV ARAPONGAS / LONDRINA SUL C 1 PR,PRAPG,PRLOS
PRAPG-1LNS-2,COD,LT 138 kV ARAPONGAS / LONDRINA SUL C 2 PR,PRAPG,PRLOS
PRAPG-1TNG-1,COD,LT 138 kV ARAPONGAS / TANGARA C 1 PR,PRAPG,PRTNG
PRAPR-1MGA-1,COD,LT 138 kV ALTO PARANA / MARINGA C 1 PR,PRAPR,PRMGA
PRAPR-1PVI-1,COD,LT 138 kV ALTO PARANA / PARANAVAI C 1 PR,PRAPR,PRPVI
PRARE-1CTS-1,COD,LT 138 kV AREIA / CANTEIRO SEGR C 1 PR,PRARE,PRCTS
PRARE-1PMS-1,COD,LT 138 kV AREIA / PALMAS C 1 PR,PRARE,PRPMS
PRARE-1SGD-1,COG,LT 138 kV AREIA / SEGREDO C 1 PR,PRARE,PRSGD1
PRARE-1SGD-2,COG,LT 138 kV AREIA / NEY BRAGA C 2 PR,PRARE,PRSGD
PRARE-2GUO-1,GTE,LT 230 kV AREIA / GUARAPUAVA OEST C 1 PR,PRARE,PRGUO
PRARE-2IRO-1,,LT 230 kV AREIA / IRATI OESTE C 1 PR,PRARE,PRIRO
PRARE-2PGN-1,COG,LT 230 kV AREIA / PONTA G NORTE C 1 PR,PRARE,PRPGN
PRARE-2SMS-1,GTE,LT 230 kV AREIA / S.MATEUS SUL C 1 PR,PRARE,PRSMS
PRARE-2SOS-1,GTE,LT 230 kV AREIA / S. OSORIO C 1 PR,PRARE,PRSOS
PRARE-2SOS-2,GTE,LT 230 kV AREIA / S. OSORIO C 2 PR,PRARE,PRSOS
PRARE-2UVN-1,GSU,LT 230 kV AREIA / U.VITORIA NORTE C 1 PR,PRARE,PRUVN
PRARE-5BTA-1,GTE,LT 525 kV AREIA / BATEIAS C 1 PR,PRARE,PRBTA
PRARE-5CBA-1,GTE,LT 525 kV AREIA / CURITIBA C 1 PR,PRARE,PRCBA
PRARE-5CBA-2,ESU,LT 525 kV AREIA / CURITIBA C 2 PR,PRARE,PRCBA
PRARE-5CNO-1SC,GTE,LT 525 kV AREIA / C.NOVOS C 1 PR/SC,PRARE,SCCNO
PRARE-5GBM-1,GTE,LT 525 kV AREIA / BENTO MUNHOZ C 1 PR,PRARE,PRGBM
PRARE-5GBM-2,GTE,LT 525 kV AREIA / BENTO MUNHOZ C 2 PR,PRARE,PRGBM
PRARE-5IVP-1,GTE,LT 525 kV AREIA / IVAIPORA ELS C 1 PR,PRARE,PRIVP
PRARE-5SGD-1,ESU,LT 525 kV AREIA / NEY BRAGA C 1 PR,PRARE,PRSGD
PRARE-5SGD-1-------1,GTE,LT 525 kV AREIA / SEGREDO C 1 PR,PRARE,PRSGD1
PRARE-5SGD-2,,LT 525 kV AREIA / NEY BRAGA C 2 PR,PRARE,PRSGD
PRARI-0PCG-1,COD,LT 69 kV ARAUCARIA / PCG  C 1 PR,PRARI,PRPCG
PRARI-0TCO-1,COD,LT 69 kV ARAUCARIA / TOMAZ COELHO C 1 PR,PRARI,PRTCO
PRARI-0UMB-1,COD,LT 69 kV ARAUCARIA / UMBARA C 1 PR,PRARI,PRUMB
PRAST-1MGA31,COD,LT 138 kV ASTORGA / MARINGA 3 C 1 PR,PRAST,PRMGA3
PRAST-1MRG-1,COD,LT 138 kV ASTORGA / MORANGUEIRA C 1 PR,PRAST,PRMRG
PRATB-0PIL-1,COD,LT 69 kV ATUBA / PILARZINHO C 1 PR,PRATB,PRPIL
PRATB-0PIL-2,COD,LT 69 kV ATUBA / PILARZINHO C 2 PR,PRATB,PRPIL
PRATB-0SMC-1,COD,LT 69 kV ATUBA / SANTA MONICA C 1 PR,PRATB,PRSMC
PRATB-0SMC-2,COD,LT 69 kV ATUBA / SANTA MONICA C 2 PR,PRATB,PRSMC
PRATB-0UBR-1,COD,LT 69 kV ATUBA / UBERABA C 1 PR,PRATB,PRUBR
PRATB-0UBR-2,COD,LT 69 kV ATUBA / UBERABA C 2 PR,PRATB,PRUBR
PRATE-1CLB-1,COD,LT 138 kV ALM. TAMANDARE / COLOMBO C 1 PR,PRATE,PRCLB
PRATE-1CTN-1,COD,LT 138 kV ALM. TAMANDARE / CURITIBA NORT C 1 PR,PRATE,PRCBN
PRAVE-1CIT-1,COD,LT 138 kV AVENORTE / CIANORTE C 1 PR,PRAVE,PRCIT
