eqp_id,age_id_prop,nomelongo,ins_id
PRAPR-1TR1,COG,TR 138 / 34P5 kV ALTO PARANA 1 PR,PRAPR
PRAPR-1TR2,COG,TR 138 / 34P5 kV ALTO PARANA 2 PR,PRAPR
PRARC-2TR1,EPE,TR 230 / 18 kV U.ARAUCARIA 1 PR,PRARC
PRARC-2TR2,EPE,TR 230 / 18 kV U.ARAUCARIA 2 PR,PRARC
PRARC-2TR3,EPE,TR 230 / 18 kV U.ARAUCARIA 3 PR,PRARC
PRARE-2TR1,COG,TR 230 / 138 kV AREIA 1 PR,PRARE
PRARE-2TR3,COG,TR 230 / 138 kV AREIA 3 PR,PRARE
PRARE-5TR2,GTE,TR 525 / 230 kV AREIA 2 PR,PRARE
PRAST-1TR1,COG,TR 138 / 13P8 kV ASTORGA 1 PR,PRAST
PRBAD-1TR1,COG,TR 138 / 13P8 kV BANDEIRANTES 1 PR,PRBAD
PRBBOG0TR1,MCQ,TR 34P5 / 13P8 kV UTE B. BONITA I 1 PR,PRBBOG
PRBEM-1TR2,COG,TR 138 / 13P8 kV BELEM 2 PR,PRBEM
PRBER-2TR1---------1,BNK,TR 230 / 13P8 kV SE BERNECK 1 PR,PRBER
PRBGI-2TR1,,TR 230 / 138 kV BARIGUI 1 PR,PRBGI
PRBGI-2TR2,,TR 230 / 138 kV BARIGUI 2 PR,PRBGI
PRBTA-2TFC,COG,TR 230 / 138 kV BATEIAS TFC PR,PRBTA
PRBTA-2TFD,COG,TR 230 / 138 kV BATEIAS TFD PR,PRBTA
PRBTA-2TR6,,TR 230 / 138 kV BATEIAS 6 PR,PRBTA
PRBTA-5TRA,COG,TR 525 / 230 kV BATEIAS A PR,PRBTA
PRBTA-5TRB,COG,TR 525 / 230 kV BATEIAS B PR,PRBTA
PRBTA-5TRC,QVR,TR 525 / 230 kV BATEIAS E PR,PRBTA
PRBTL-0TR1,COD,TR 69 / 13P8 kV BATEL 1 PR,PRBTL
PRBTL-0TR2,COD,TR 69 / 13P8 kV BATEL 2 PR,PRBTL
PRBTL-0TR3,COD,TR 69 / 13P8 kV BATEL 3 PR,PRBTL
PRBVP-1TR1,COG,TR 138 / 13P8 kV B.V.PARAISO 1 PR,PRBVP
PRCBA-5TR1,GTE,TR 525 / 230 kV CURITIBA 1 PR,PRCBA
PRCBA-5TR2,GTE,TR 525 / 230 kV CURITIBA 2 PR,PRCBA
PRCBA-5TR3,QVR,TR 525 / 230 kV CURITIBA 3 PR,PRCBA
PRCBL-5TR1,COG,TR 525 / 230 kV CURIT.LESTE A PR,PRCBL
PRCBN-2TR1,COG,TR 230 / 138 kV CURITIBA NORT A PR,PRCBN
PRCBN-2TR2,COG,TR 230 / 138 kV CURITIBA NORT B PR,PRCBN
PRCBS-2TR1,,TR 230 / 138 kV CURITIBA SUL 1 PR,PRCBS
PRCCO-2TR1,COG,TR 230 / 13P8 kV C.COMPRIDO 1 PR,PRCCO
PRCCO-2TR2,COG,TR 230 / 13P8 kV C.COMPRIDO 2 PR,PRCCO
PRCCO-2TRA,COG,TR 230 / 69 kV C.COMPRIDO A PR,PRCCO
PRCCO-2TRB,COG,TR 230 / 69 kV C.COMPRIDO B PR,PRCCO
PRCDG-1TR1,COG,TR 138 / 34P5 kV CIDADE GAUCHA 1 PR,PRCDG
PRCDO-1TR1,COG,TR 138 / 13P8 kV COLORADO 1 PR,PRCDO
PRCEL-1TR1,COG,TR 138 / 34P5 kV CASCAVEL 1 PR,PRCEL
PRCEL-1TR2,COD,TR 138 / 34P5 kV CASCAVEL 2 PR,PRCEL
PRCEL-1TR3,COG,TR 138 / 13P8 kV CASCAVEL 3 PR,PRCEL
PRCEL-2TR1A,,TR 230 / 138 kV CASCAVEL 1A PR,PRCEL
PRCEL-2TRA,COG,TR 230 / 138 kV CASCAVEL A PR,PRCEL
PRCEL-2TRB,COG,TR 230 / 138 kV CASCAVEL B PR,PRCEL
PRCEL-2TRC,COG,TR 230 / 138 kV CASCAVEL C PR,PRCEL
PRCEU-1TR1,COG,TR 138 / 13P8 kV CEU AZUL 1 PR,PRCEU
PRCIC-2TR1,COG,TR 230 / 13P8 kV C.I.CURITIBA 3 PR,PRCIC
PRCIC-2TR2,COG,TR 230 / 13P8 kV C.I.CURITIBA 4 PR,PRCIC
PRCIC-2TR5,COG,TR 230 / 13P8 kV C.I.CURITIBA 5 PR,PRCIC
PRCIC-2TRA,COG,TR 230 / 69 kV C.I.CURITIBA A PR,PRCIC
PRCIC-2TRB,COG,TR 230 / 69 kV C.I.CURITIBA B PR,PRCIC
PRCIT-1TR1,COG,TR 138 / 13P8 kV CIANORTE 1 PR,PRCIT
PRCIT-1TR2,COG,TR 138 / 13P8 kV CIANORTE 2 PR,PRCIT
PRCLE-1TR1,COG,TR 138 / 13P8 kV CLEVELANDIA 1 PR,PRCLEV
PRCLG-1TR1,COG,TR 138 / 13P8 kV CAMPO LARGO 1 PR,PRCLG
PRCLG-1TR2,COG,TR 138 / 13P8 kV CAMPO LARGO 2 PR,PRCLG
PRCMO-1TR3,COG,TR 138 / 69 kV C.MOURAO 3 PR,PRCMO
PRCMO-2TR1,COG,TR 230 / 138 kV C.MOURAO 1 PR,PRCMO
PRCMO-2TR2,COG,TR 230 / 138 kV C.MOURAO 2 PR,PRCMO
PRCMO11TR3,COG,TR 138 / 69 kV CAMPO MOURAO1 3 PR,PRCMO1
PRCMO12TR1,COG,TR 230 / 138 kV CAMPO MOURAO1 1 PR,PRCMO1
PRCMO12TR2,COG,TR 230 / 138 kV CAMPO MOURAO1 2 PR,PRCMO1
PRCNT-2TR1,GSU,TR 230 / 138 kV CASTRO NORTE 11 PR,PRCNT
PRCNT-2TR2,GSU,TR 230 / 138 kV CASTRO NORTE 22 PR,PRCNT
PRCPNN2TR1,COG,TR 230 / 69 kV CURIT. CENTRO A PR,PRCPNN
PRCPNN2TR2,COG,TR 230 / 69 kV CURIT. CENTRO B PR,PRCPNN
PRCPO-1TR1,COG,TR 138 / 13P8 kV CORN.PROCOPIO 1 PR,PRCPO
PRCPO-1TR2,COG,TR 138 / 13P8 kV CORN.PROCOPIO 2 PR,PRCPO
PRCRN-2TR11,GSU,TR 230 / 138 kV CASTRO NORTE 1 PR,PRCNT
PRCRN-2TR2,GSU,TR 230 / 138 kV CASTRO NORTE 2 PR,PRCNT
PRCRTO5TR1,,TR 525 / 230 kV CURITIBA OESTE 1 PR,PRCRTO
PRCRTO5TR2,,TR 525 / 230 kV CURITIBA OESTE 2 PR,PRCRTO
PRCSO-2TR1,COG,TR 230 / 13P8 kV CAMPO ASSOBIO 1 PR,PRCSO
PRCSO-2TR2,COG,TR 230 / 13P8 kV CAMPO ASSOBIO 2 PR,PRCSO
PRCSO-2TR4,,TR 230 / 138 kV CAMPO ASSOBIO 4 PR,PRCSO
PRCSO-2TR5,,TR 230 / 138 kV CAMPO ASSOBIO 3 PR,PRCSO
PRCSO-2TRA,COG,TR 230 / 138 kV CAMPO ASSOBIO A PR,PRCSO
PRCSO-2TRB,COG,TR 230 / 138 kV CAMPO ASSOBIO B PR,PRCSO
PRCTE-2TR1,COG,TR 230 / 138 kV CASCAVEL NORT A PR,PRCTE
PRCTE-2TR2,COG,TR 230 / 138 kV CASCAVEL NORT B PR,PRCTE
PRCTO-1TR1,COG,TR 138 / 13P8 kV CASTRO 1 PR,PRCTO
PRCTO-1TR2,COG,TR 138 / 13P8 kV CASTRO 2 PR,PRCTO
PRCTR-1TR1,COG,TR 138 / 13P8 kV CRISTO REI 1 PR,PRCTR
PRCTS-1TR1,COG,TR 138 / 13P8 kV CANTEIRO SEGR 1 PR,PRCTS
PRCVN-2TRC,,TR 230 / 138 kV CASCAVEL NORT C PR,PRCTE
PRCVO-5TRA,COG,TR 525 / 230 kV CASCAVEL OEST A PR,PRCVO
PRCVO-5TRB,COG,TR 525 / 230 kV CASCAVEL OEST B PR,PRCVO
PRCVO-5TRC,COG,TR 525 / 230 kV CASCAVEL OEST C PR,PRCVO
PRDCL-1TR1,COG,TR 138 / 13P8 kV D.I.C.LARGO 1 PR,PRDCL
PRDCL-1TR2,COG,TR 138 / 13P8 kV D.I.C.LARGO 2 PR,PRDCL
PRDJP-2TR1,COG,TR 230 / 13P8 kV D.S.J.PINHAIS 1 PR,PRDJP
PRDJP-2TR2,COG,TR 230 / 13P8 kV D.S.J.PINHAIS 2 PR,PRDJP
PRDJP-2TR3,COG,TR 230 / 69 kV D.S.J.PINHAIS A PR,PRDJP
PRDJP-2TR4,COG,TR 230 / 69 kV D.S.J.PINHAIS B PR,PRDJP
PRDVI-1TR1,COG,TR 138 / 13P8 kV DOIS VIZINHOS 1 PR,PRDVI
PRDVI-1TR2,COG,TR 138 / 13P8 kV DOIS VIZINHOS 2 PR,PRDVI
PRFAX-1TR1,COD,TR 138 / 13P8 kV FAXINAL 1 PR,PRFAX
PRFBL-1TR1,COG,TR 138 / 13P8 kV FRAN.BELTRAO 1 PR,PRFBL
PRFBL-1TR3,COG,TR 138 / 13P8 kV FRAN.BELTRAO 3 PR,PRFBL
PRFIN-2TR2,QVR,TR 230 / 138 kV F.IGUACUNORTE 2 PR,PRFON
PRFIN-2TR3,,TR 230 / 138 kV F.IGUACUNORTE 3 PR,PRFON
PRFLO-1TF1,COG,TR 138 / 34P5 kV FLORESTOPOLIS TF1 PR,PRFLO
PRFLO-1TF2,COG,TR 138 / 34P5 kV FLORESTOPOLIS TF2 PR,PRFLO
PRFND-1TR1,MCQ,TR 138 / 13P8 kV FUNDAO 1 PR,PRFND
PRFND-1TR2,MCQ,TR 138 / 13P8 kV FUNDAO 2 PR,PRFND
PRFOC-1TRB,COG,TR 138 / 13P8 kV FOZ DO CHOPIM C PR,PRFOC
PRFOC-2TRA,COG,TR 230 / 138 kV FOZ DO CHOPIM A PR,PRFOC
PRFOC-2TRB,COG,TR 230 / 138 kV FOZ DO CHOPIM B PR,PRFOC
PRFON-2TR1,QVR,TR 230 / 138 kV F.IGUACUNORTE 1 PR,PRFON
PRFOZ-1TRA,COG,TR 138 / 13P8 kV FOZ DO IGUACU A PR,PRFOZ
PRFOZ-1TRB,COG,TR 138 / 13P8 kV FOZ DO IGUACU B PR,PRFOZ
PRFOZ-1TRC,COG,TR 138 / 13P8 kV FOZ DO IGUACU C PR,PRFOZ
PRFOZ-2TR1,,TR 230 / 138 kV FOZ DO IGUACU 1 PR,PRFOZ
PRFRA-2TRA,COG,TR 230 / 138 kV FIGUEIRA A PR,PRFRA
PRFRA-2TRB,COG,TR 230 / 138 kV FIGUEIRA B PR,PRFRA
PRFZI-1TR2,COG,TR 138 / 13P8 kV FAZ.IGUACU 2 PR,PRFZI
PRGBA-1TR1,COG,TR 138 / 13P8 kV GUARATUBA 1 PR,PRGBA
PRGBM-5TR1,COG,TR 525 / 16P5 kV BENTO MUNHOZ 1 PR,PRGBM
PRGBM-5TR2,COG,TR 525 / 16P5 kV BENTO MUNHOZ 2 PR,PRGBM
PRGBM-5TR3,COG,TR 525 / 16P5 kV BENTO MUNHOZ 3 PR,PRGBM
PRGBM-5TR4,COG,TR 525 / 16P5 kV BENTO MUNHOZ 4 PR,PRGBM
PRGNA-0TR1,COG,TR 69 / 6P9 kV UHE GUARICANA 1 PR,PRGNA
PRGNA-0TR2,COG,TR 69 / 6P9 kV UHE GUARICANA 2 PR,PRGNA
PRGNA-0TR3,COG,TR 69 / 6P9 kV UHE GUARICANA 3 PR,PRGNA
PRGNA-0TR4,COG,TR 69 / 6P9 kV UHE GUARICANA 4 PR,PRGNA
PRGOE-1TR1,COG,TR 138 / 13P8 kV GOIO-ERE 1 PR,PRGOE
PRGPS-2TRA,COG,TR 230 / 138 kV PARIGOT SOUZA A PR,PRGPS
PRGPS-2TRB,COG,TR 230 / 138 kV PARIGOT SOUZA B PR,PRGPS
PRGPSU2TR1,COG,TR 230 / 13P8 kV USI PAR.SOUZA 1 PR,PRGPSU
PRGPSU2TR2,COG,TR 230 / 13P8 kV USI PAR.SOUZA 2 PR,PRGPSU
PRGPSU2TR3,COG,TR 230 / 13P8 kV USI PAR.SOUZA 3 PR,PRGPSU
PRGPSU2TR4,COG,TR 230 / 13P8 kV USI PAR.SOUZA 4 PR,PRGPSU
PRGR--5TR1,GSU,TR 525 / 230 kV PONTA GROSSA 1 PR,PRGR
PRGR--5TR2,GSU,TR 525 / 230 kV PONTA GROSSA 2 PR,PRGR
PRGR--5TR3,GSU,TR 525 / 230 kV PONTA GROSSA 3 PR,PRGR
PRGUA-1TR2,COG,TR 138 / 34P5 kV GUAIRA 2 PR,PRGUA
PRGUA-2TRA,COG,TR 230 / 138 kV GUAIRA A PR,PRGUA
PRGUA-2TRA1,,TR 230 / 138 kV GUAIRA A1 PR,PRGUA
PRGUA-2TRB,COG,TR 230 / 138 kV GUAIRA B PR,PRGUA
PRGUA-2TRB1,,TR 230 / 138 kV GUAIRA B1 PR,PRGUA
PRGUA-2TRC,COG,TR 230 / 138 kV GUAIRA C PR,PRGUA
PRGUA-5TF3,CTP,TR 525 / 230 kV GUAIRA TF3 PR,PRGUA
PRGUA-5TF4,CTP,TR 525 / 230 kV GUAIRA TF4 PR,PRGUA
PRGUA-5TRD,CTP,TR 525 / 230 kV GUAIRA TF1 PR,PRGUA
PRGUA-5TRE,CTP,TR 525 / 230 kV GUAIRA TF2 PR,PRGUA
PRGUO-21,GSU,TR 230 / 138 kV GUARAPUAVA OEST 11 PR,PRGUO
PRGUO-2111,GSU,TR 230 / 138 kV GUARAPUAVA OEST 1 PR,PRGUO
PRGUO-22,GSU,TR 230 / 138 kV GUARAPUAVA OEST 22 PR,PRGUO
PRGUO-2222,GSU,TR 230 / 138 kV GUARAPUAVA OEST 2 PR,PRGUO
PRGUO-23,GSU,TR 230 / 138 kV GUARAPUAVA OEST 33 PR,PRGUO
PRGUO-23333,GSU,TR 230 / 138 kV GUARAPUAVA OEST 3 PR,PRGUO
PRGVA-1TR1,COG,TR 138 / 13P8 kV GUARAPUAVA 1 PR,PRGVA
PRGVA-1TR2,COG,TR 138 / 13P8 kV GUARAPUAVA 2 PR,PRGVA
PRHRZ-1TR1,COG,TR 138 / 13P8 kV HORIZONTE 1 PR,PRHRZ
PRHRZ-1TR2,COG,TR 138 / 13P8 kV HORIZONTE 2 PR,PRHRZ
PRIBP-1TR1,COG,TR 138 / 34P5 kV IBIPORA 1 PR,PRIBP
PRIBP-2TRA,COG,TR 230 / 138 kV IBIPORA A PR,PRIBP
PRIBP-2TRB,COG,TR 230 / 138 kV IBIPORA B PR,PRIBP
PRIBP-2TRC,COG,TR 230 / 138 kV IBIPORA C PR,PRIBP
PRIGU-5TR1,,TR 525 / 230 kV IGUA�U 1 PR,PRIGU
PRIRN-2111,GSU,TR 230 / 138 kV IRATI NORTE 1 PR,PRIRN
PRIRN-2222,GSU,TR 230 / 138 kV IRATI NORTE 2 PR,PRIRN
PRIRN-2TR1,GSU,TR 230 / 138 kV IRATI NORTE 11 PR,PRIRN
PRIRN-2TR2,GSU,TR 230 / 138 kV IRATI NORTE 22 PR,PRIRN
PRIRT-1TR1,COG,TR 138 / 13P8 kV IRATI 1 PR,PRIRT
PRIRT-1TR2,COG,TR 138 / 13P8 kV IRATI 2 PR,PRIRT
PRIRT-2TR1,,TR 230 / 138 kV IRATI 1 PR,PRIRT
PRIT605T18A,ITP,TR 500 / 18 kV ITAIPU 60 HZ T18A PR,PRIT60
PRIT605TR10,ITP,TR 500 / 18 kV ITAIPU 60 HZ 10 PR,PRIT60
PRIT605TR11,ITP,TR 500 / 18 kV ITAIPU 60 HZ 11 PR,PRIT60
PRIT605TR12,ITP,TR 500 / 18 kV ITAIPU 60 HZ 12 PR,PRIT60
PRIT605TR13,ITP,TR 500 / 18 kV ITAIPU 60 HZ 13 PR,PRIT60
PRIT605TR14,ITP,TR 500 / 18 kV ITAIPU 60 HZ 14 PR,PRIT60
PRIT605TR15,ITP,TR 500 / 18 kV ITAIPU 60 HZ 15 PR,PRIT60
PRIT605TR16,ITP,TR 500 / 18 kV ITAIPU 60 HZ 16 PR,PRIT60
PRIT605TR17,ITP,TR 500 / 18 kV ITAIPU 60 HZ 17 PR,PRIT60
PRIT605TR18,ITP,TR 500 / 18 kV ITAIPU 60 HZ 18 PR,PRIT60
PRJAL-1TR1,COG,TR 138 / 13P8 kV JARDIM ALVORA 1 PR,PRJAL
PRJAL-1TR2,COG,TR 138 / 13P8 kV JARDIM ALVORA 2 PR,PRJAL
PRJAL-1TR3,COG,TR 138 / 13P8 kV JARDIM ALVORA 3 PR,PRJAL
PRJBA-1TR1,COG,TR 138 / 13P8 kV J.BANDEIRANTE 1 PR,PRJBA
PRJDT-1TR1,COG,TR 138 / 13P8 kV JAR.TROPICAL 1 PR,PRJDT
PRJDT-1TR2,COG,TR 138 / 13P8 kV JAR.TROPICAL 2 PR,PRJDT
PRJGI-0TR3,COG,TR 69 / 34P5 kV JAGUARIAIVA 3 PR,PRJGI
PRJGI-1TR1,COG,TR 138 / 34P5 kV JAGUARIAIVA 1 PR,PRJGI
PRJGI-1TR2,COG,TR 138 / 34P5 kV JAGUARIAIVA 2 PR,PRJGI
PRJGI-2TRA,COG,TR 230 / 138 kV JAGUARIAIVA A PR,PRJGI
PRJGI-2TRB,COG,TR 230 / 138 kV JAGUARIAIVA B PR,PRJGI
PRJGI-2TRC,COG,TR 230 / 138 kV JAGUARIAIVA C PR,PRJGI
PRKCL-2TR1,KLA,TR 230 / 34P5 kV KLABIN CELULOSE 1 PR,PRKCL
PRKCL-2TR2,KLA,TR 230 / 34P5 kV KLABIN CELULOSE 2 PR,PRKCL
PRLAP-1TR1,COD,TR 138 / 13P8 kV LAPA 1 PR,PRLAP
PRLDA-1TF1,COG,TR 138 / 34P5 kV LOANDA TF1 PR,PRLDA
PRLDA-1TR2,COG,TR 138 / 13P8 kV LOANDA 2 PR,PRLDA
PRLJS-1TR1,COG,TR 138 / 13P8 kV LAR.DO SUL 1 PR,PRLJS
PRLNA-1TR1,COG,TR 138 / 34P5 kV LONDRINA COT 1 PR,PRLNA
PRLNA-1TR2,COG,TR 138 / 34P5 kV LONDRINA COT 2 PR,PRLNA
PRLNA-2TRA,COG,TR 230 / 138 kV LONDRINA COT A PR,PRLNA
PRLNA-2TRB,COG,TR 230 / 138 kV LONDRINA COT B PR,PRLNA
PRLNA-2TRC,COG,TR 230 / 138 kV LONDRINA COT C PR,PRLNA
PRLON-5TR3,GTE,TR 525 / 230 kV LONDRINA ESU 3 PR,PRLON
PRLON-5TR4,GTE,TR 525 / 230 kV LONDRINA ESU 4 PR,PRLON
PRLON-5TR5,QVR,TR 525 / 230 kV LONDRINA ESU 1 PR,PRLON
PRLOS-2TR1,COG,TR 230 / 138 kV LONDRINA SUL 1 PR,PRLOS
PRMAS-1TR1,COG,TR 138 / 13P8 kV MATINHOS 1 PR,PRMAS
PRMAS-1TR2,COG,TR 138 / 13P8 kV MATINHOS 2 PR,PRMAS
PRMBU-1TR1,COG,TR 138 / 13P8 kV MAMBORE 1 PR,PRMBU
PRMBU-1TR2,COG,TR 138 / 13P8 kV MAMBORE 2 PR,PRMBU
PRMBU-1TRA,COG,TR 138 / 69 kV MAMBORE A PR,PRMBU
PRMCR-1TR1,COG,TR 138 / 13P8 kV MAL C. RONDON 1 PR,PRMCR
PRMCR-1TR2,COG,TR 138 / 13P8 kV MAL C. RONDON 2 PR,PRMCR
PRMDN-2TR2,COG,TR 230 / 138 kV MEDIANEIRA NT B PR,PRMNO
PRMED-1TR1,COG,TR 138 / 13P8 kV MEDIANEIRA 1 PR,PRMED
PRMED-1TR2,COG,TR 138 / 13P8 kV MEDIANEIRA 2 PR,PRMED
PRMGA-1TR1,COG,TR 138 / 34P5 kV MARINGA 1 PR,PRMGA
PRMGA-1TR2,COG,TR 138 / 34P5 kV MARINGA 2 PR,PRMGA
PRMGA-2TR1B,,TR 230 / 138 kV MARINGA 1B PR,PRMGA
PRMGA-2TR4,,TR 230 / 138 kV MARINGA 4 PR,PRMGA
PRMGA-2TRA,COG,TR 230 / 138 kV MARINGA A PR,PRMGA
PRMGA-2TRB,COG,TR 230 / 138 kV MARINGA B PR,PRMGA
PRMGA-2TRC,COG,TR 230 / 138 kV MARINGA C PR,PRMGA
PRMGI-1TR1,COG,TR 138 / 13P8 kV MANDAGUARI 1 PR,PRMGI
PRMNO-2TR1,COG,TR 230 / 138 kV MEDIANEIRA NT A PR,PRMNO
PROLP-1TR1,COG,TR 138 / 13P8 kV OLIMPICO 1 PR,PROLP
PRPAS-1TR1,COG,TR 138 / 34P5 kV PALMAS 1 PR,PRPMS
PRPFL-1TR1,COG,TR 138 / 13P8 kV POSTO FISCAL 1 PR,PRPFL
PRPFL-2TR1,COG,TR 230 / 138 kV POSTO FISCAL A PR,PRPFL
PRPFL-2TR2,COG,TR 230 / 138 kV POSTO FISCAL B PR,PRPFL
PRPGA-1TR1,COG,TR 138 / 13P8 kV PARANAGUA 1 PR,PRPGA
PRPGA-1TR2,COG,TR 138 / 13P8 kV PARANAGUA 2 PR,PRPGA
PRPGN-2TR1,COG,TR 230 / 34P5 kV PONTA G NORTE 1 PR,PRPGN
PRPGN-2TR1A,,TR 230 / 34P5 kV PONTA G NORTE 1A PR,PRPGN
PRPGN-2TR2,COG,TR 230 / 34P5 kV PONTA G NORTE 2 PR,PRPGN
PRPGN-2TR2A,,TR 230 / 34P5 kV PONTA G NORTE 2A PR,PRPGN
PRPGN-2TRA,COG,TR 230 / 138 kV PONTA G NORTE A PR,PRPGN
PRPGN-2TRAA,COG,TR 230 / 138 kV PONTA G NORTE C PR,PRPGN
PRPGN-2TRB,COG,TR 230 / 138 kV PONTA G NORTE B PR,PRPGN
PRPGN-2TRBB,COG,TR 230 / 138 kV PONTA G NORTE D PR,PRPGN
PRPGS-2TFD,,TR 230 / 138 kV PONTA G SUL TFBA PR,PRPGS
PRPGS-2TR1,COG,TR 230 / 34P5 kV PONTA G SUL 1 PR,PRPGS
PRPGS-2TR3,COG,TR 230 / 34P5 kV PONTA G SUL 3 PR,PRPGS
PRPGS-2TR4,COG,TR 230 / 138 kV PONTA G SUL TFA PR,PRPGS
PRPGS-2TR5,COG,TR 230 / 138 kV PONTA G SUL TFB PR,PRPGS
PRPGS-2TRC,,TR 230 / 138 kV PONTA G SUL TFAA PR,PRPGS
PRPHS-1TR1,COG,TR 138 / 13P8 kV PINHEIROS 1 PR,PRPHS
PRPHS-1TR2,COG,TR 138 / 13P8 kV PINHEIROS 2 PR,PRPHS
PRPHS-1TRA,COG,TR 138 / 69 kV PINHEIROS A PR,PRPHS
PRPIL-0TR1,COG,TR 69 / 13P8 kV PILARZINHO 1 PR,PRPIL
PRPIL-0TR2,COG,TR 69 / 13P8 kV PILARZINHO 2 PR,PRPIL
PRPIL-2TRA,COG,TR 230 / 69 kV PILARZINHO A PR,PRPIL
PRPIL-2TRB,COG,TR 230 / 69 kV PILARZINHO B PR,PRPIL
PRPIT-1TF1,COD,TR 138 / 34P5 kV PITANGA COPEL TF1 PR,PRPIT
PRPIT-1TR1,COG,TR 138 / 13P8 kV PITANGA COPEL 1 PR,PRPIT
PRPLE-1TR1,COG,TR 138 / 13P8 kV PRAIA LESTE 1 PR,PRPLE
PRPMO-1TR1,COG,TR 138 / 13P8 kV PALERMO 1 PR,PRPMO
PRPMO-1TR3,COG,TR 138 / 13P8 kV PALERMO 3 PR,PRPMO
PRPNA-1TR1,COG,TR 138 / 13P8 kV PALOTINA 1 PR,PRPNA
PRPPA-1TR1,COG,TR 138 / 13P8 kV POR.PARANAGUA 1 PR,PRPPA
PRPRO-0TR1,COD,TR 69 / 13P8 kV PAROLIN 1 PR,PRPRO1
PRPRO-0TR2,COD,TR 69 / 13P8 kV PAROLIN 2 PR,PRPRO1
PRPTO-1TR1,COG,TR 138 / 34P5 kV PATO BRANCO 1 PR,PRPTO
PRPTO-1TR2,COG,TR 138 / 34P5 kV PATO BRANCO 2 PR,PRPTO
PRPTO-2TRA,COG,TR 230 / 138 kV PATO BRANCO A PR,PRPTO
PRPTO-2TRB,COG,TR 230 / 138 kV PATO BRANCO B PR,PRPTO
PRPTO-2TRC,,TR 230 / 138 kV PATO BRANCO AA PR,PRPTO
PRPTO-2TRD,,TR 230 / 138 kV PATO BRANCO D PR,PRPTO
PRPVI-1TR1,COG,TR 138 / 13P8 kV PARANAVAI 1 PR,PRPVI
PRPVI-1TR2,COG,TR 138 / 13P8 kV PARANAVAI 2 PR,PRPVI
PRPVN-2TR1,CTP,TR 230 / 138 kV PARANAVAI NOR 1 PR,PRPVN
PRPVN-2TR2,CTP,TR 230 / 138 kV PARANAVAI NOR 2 PR,PRPVN
PRQDI-1TR1,COG,TR 138 / 13P8 kV QUEDAS IGUACU 1 PR,PRQDI
PRRDA-1TR1,COG,TR 138 / 13P8 kV ROLAND DAVIS 1 PR,PRRDA
PRRDA-1TR2,COG,TR 138 / 13P8 kV ROLAND DAVIS 2 PR,PRRDA
PRREP-2TR1,,TR 230 / 69 kV REPAR 1 PR,PRREP
PRREP-2TR1A,COG,TR 230 / 69 kV REPAR A PR,PRREP
PRREP-2TR1B,COG,TR 230 / 69 kV REPAR B PR,PRREP
PRREP-2TR2,,TR 230 / 69 kV REPAR 2 PR,PRREP
PRREP-2TRC,,TR 230 / 13P8 kV REPAR C PR,PRREP
PRRIL-1TR1,COG,TR 138 / 13P8 kV RIO AZUL 1 PR,PRRIL
PRROL-1TR1,COG,TR 138 / 13P8 kV ROLANDIA 1 PR,PRROL
PRRZS-2TR1,COG,TR 230 / 138 kV REALEZA SUL A PR,PRRZS
PRRZS-2TR2,COG,TR 230 / 138 kV REALEZA SUL B PR,PRRZS
PRRZS-2TRC,,TR 230 / 138 kV REALEZA SUL C PR,PRRZS
PRSBR-1TR1,COG,TR 138 / 13P8 kV SABARA 1 PR,PRSBR
PRSCL-1TF1,MCQ,TR 138 / 13P8 kV STA. CLARA PR TF1 PR,PRSCL
PRSCL-1TF2,MCQ,TR 138 / 13P8 kV STA. CLARA PR TF2 PR,PRSCL
PRSCX-5TR1,COG,TR 525 / 16 kV G.JOSE RICHA 1 PR,PRSCX
PRSCX-5TR2,COG,TR 525 / 16 kV G.JOSE RICHA 2 PR,PRSCX
PRSCX-5TR3,COG,TR 525 / 16 kV G.JOSE RICHA 3 PR,PRSCX
PRSCX-5TR4,COG,TR 525 / 16 kV G.JOSE RICHA 4 PR,PRSCX
PRSDD-1TR1,COG,TR 138 / 13P8 kV SANTOS D. DESAT 1 PR,PRSDU
PRSDI-2TR1,COG,TR 230 / 138 kV SARANDI A PR,PRSDI
PRSDI-2TRC,COG,TR 230 / 138 kV SARANDI C PR,PRSDI
PRSDI-2TRD,COG,TR 230 / 138 kV SARANDI B PR,PRSDI
PRSDI-2TRE,,TR 230 / 138 kV SARANDI E PR,PRSDI
PRSDI-5TRB,CTP,TR 525 / 230 kV SARANDI TF1 PR,PRSDI
PRSDI-5TRC,CTP,TR 525 / 230 kV SARANDI TF2 PR,PRSDI
PRSGD-1TR1,COG,TR 138 / 13P8 kV SEGREDO 1 PR,PRSGD1
PRSGD-5TR1,COG,TR 525 / 13P8 kV NEY BRAGA 1 PR,PRSGD
PRSGD-5TR2,COG,TR 500 / 13P8 kV NEY BRAGA 2 PR,PRSGD
PRSGD-5TR3,COG,TR 525 / 13P8 kV NEY BRAGA 3 PR,PRSGD
PRSGD-5TR4,COG,TR 525 / 13P8 kV NEY BRAGA 4 PR,PRSGD
PRSMC-2TR1,COG,TR 230 / 69 kV SANTA MONICA A PR,PRSMC
PRSMC-2TR2,COG,TR 230 / 69 kV SANTA MONICA B PR,PRSMC
PRSMS-2TR1,COG,TR 230 / 34P5 kV S.MATEUS SUL 1 PR,PRSMS
