eqp_id,age_id_prop,nomelongo,ins_id
MABAL-2TR1,ENT,TR 230 / 69 kV BALSAS 1 MA,MABAL
MABS--2TR2,ENT,TR 230 / 69 kV BALSAS 2 MA,MABAL
MACD--2TR1,CYM,TR 230 / 69 kV CHAPADINHA II 1 MA,MACD
MACD--2TR2,CYM,TR 230 / 69 kV CHAPADINHA II 2 MA,MACD
MACH--2TF1,ENT,TR 230 / 69 kV COELHO NETO TF1 MA,MACH
MACH--2TF2,ENT,TR 230 / 69 kV COELHO NETO TF2 MA,MACH
MACXD-2TR1,NRX,TR 230 / 69 kV CAXIAS II 1 MA,MACXD
MACXD-2TR2,NRX,TR 230 / 69 kV CAXIAS II 2 MA,MACXD
MADLS-1T11,SMM,TR 138 / 34P5 kV DELTA 6 1 MA,MADLS
MADLS-1TRT2,SMM,TR 138 / 34P5 kV DELTA 6 2 MA,MADLS
MADLT-103T1,SMM,TR 138 / 34P5 kV DELTA 3 1 MA,MADLT
MADLT-1TR2,SMM,TR 138 / 34P5 kV DELTA 3 2 MA,MADLT
MADLT-1TR3,SMM,TR 138 / 34P5 kV DELTA 3 3 MA,MADLT
MAEN--2TR1,CRE,TR 230 / 69 kV ENCRUZO NOVO 1 MA,MAEN
MAENO-2CS01,TAE,TR 230 / 9P0 kV ENCRUZO NOVO CS MA,MAEN
MAENO-2TR2,CRE,TR 230 / 69 kV ENCRUZO NOVO 2 MA,MAEN
MAGAR-5TR1,,TR 500 / 13P8 kV GRA�A ARANHA 1 MA,MAGAR
MAGAR-5TR2,,TR 500 / 13P8 kV GRA�A ARANHA 2 MA,MAGAR
MAGAR-5TR3,,TR 500 / 13P8 kV GRA�A ARANHA 3 MA,MAGAR
MAGN--2TR01,GNO,TR 230 / 13P8 kV GERANORTE 1 MA,MAGN
MAGN--2TR02,GNO,TR 230 / 13P8 kV GERANORTE 2 MA,MAGN
MAGN--2TR03,GNO,TR 230 / 13P8 kV GERANORTE 3 MA,MAGN
MAGN--2TR04,GNO,TR 230 / 13P8 kV GERANORTE 4 MA,MAGN
MAIZ--2TF1,ENT,TR 230 / 13P8 kV IMPERATRIZ TF1 MA,MAIZ
MAIZ--2TF2,ENT,TR 230 / 13P8 kV IMPERATRIZ TF2 MA,MAIZ
MAIZ--2TF3,ENT,TR 230 / 69 kV IMPERATRIZ TF3 MA,MAIZ
MAIZ--2TF4,ENT,TR 230 / 69 kV IMPERATRIZ TF4 MA,MAIZ
MAIZ--2TF5,ENT,TR 230 / 69 kV IMPERATRIZ TF5 MA,MAIZ
MAIZ--2TR6,,TR 230 / 230 kV IMPERATRIZ 6 MA,MAIZ
MAIZ--2TR6---------1,,TR 230 / 69 kV IMPERATRIZ 7 MA,MAIZ
MAIZ--5TR1,ENT,TR 500 / 230 kV IMPERATRIZ 1 MA,MAIZ
MAIZ--5TR1A,ENT,TR 500 / 230 kV IMPERATRIZ 1A MA,MAIZ
MAIZ--5TR2,ENT,TR 500 / 230 kV IMPERATRIZ 2 MA,MAIZ
MALD--2TF1,ENT,TR 230 / 18P3 kV SAO LUIS II TF1A MA,MALD
MALD--2TF1---------1,ENT,TR 230 / 18P3 kV SAO LUIS II TF1 MA,MALD
MALD--2TF2,ENT,TR 230 / 18P3 kV SAO LUIS II TF2 MA,MALD
MALD--5TR1,ENT,TR 500 / 230 kV SAO LUIS II 1 MA,MALD
MALD--5TR2,ENT,TR 500 / 230 kV SAO LUIS II 2 MA,MALD
MALD--5TR3,ENT,TR 500 / 230 kV SAO LUIS II 3 MA,MALD
MALD--5TR4,ENT,TR 500 / 230 kV SAO LUIS II 4 MA,MALD
MALI--2TF1,ENT,TR 230 / 69 kV SAO LUIS I TF1 MA,MALI
MALI--2TF2,ENT,TR 230 / 69 kV SAO LUIS I TF2A MA,MALI
MALI--2TF3,ENT,TR 230 / 69 kV SAO LUIS I TF3 MA,MALI
MALI--2TF4,ENT,TR 230 / 69 kV SAO LUIS I TF4 MA,MALI
MALI--2TF5,ENT,TR 230 / 69 kV SAO LUIS I TF2 MA,MALI
MALQ--2TR3,CYM,TR 230 / 69 kV SAO LUIS IV 1 MA,MALQ
MALQ--2TR4,CYM,TR 230 / 69 kV SAO LUIS IV 2 MA,MALQ
MALQ--5TR1,CYM,TR 500 / 230 kV SAO LUIS IV AT1 MA,MALQ
MALQ--5TR2,CYM,TR 500 / 230 kV SAO LUIS IV AT2 MA,MALQ
MALT--2TR1,ENT,TR 230 / 69 kV SAO LUIS III 1 MA,MALT
MALT--2TR1,ENT,TR 230 / 69 kV SAO LUIS III 1A MA,MALT
MALT--2TR2,ENT,TR 230 / 69 kV SAO LUIS III 2 MA,MALT
MALT--2TR2,ENT,TR 230 / 69 kV SAO LUIS III 2A MA,MALT
MALT--2TR3,,TR 230 / 69 kV SAO LUIS III 3A MA,MALT
MALT--2TR3,ENT,TR 230 / 69 kV SAO LUIS III 3 MA,MALT
MAMI--2TF1,ENT,TR 230 / 69 kV MIRANDA TF1 MA,MAMI
MAMI--2TF2,ENT,TR 230 / 69 kV MIRANDA TF2 MA,MAMI
MAMR--2TF1,ENT,TR 230 / 69 kV MIRANDA II TF1 MA,MAMR
MAMR--2TF2,ENT,TR 230 / 69 kV MIRANDA II TF2 MA,MAMR
MAMR--2TR1,ENT,TR 230 / 138 kV MIRANDA II 1 MA,MAMR
MAMR--2TR2,ENT,TR 230 / 138 kV MIRANDA II 2 MA,MAMR
MAMR--2TR3,ENT,TR 230 / 69 kV MIRANDA II TF3 MA,MAMR
MAMR--2TR4,ENT,TR 230 / 138 kV MIRANDA II 3 MA,MAMR
MAMR--5ATR2,ENT,TR 500 / 230 kV MIRANDA II ATR2 MA,MAMR
MAMR--5TR3,ENT,TR 500 / 230 kV MIRANDA II ATR1 MA,MAMR
MAPD--2TF1,ENT,TR 230 / 69 kV P.DUTRA TF1 MA,MAPD
MAPD--2TF2,,TR 230 / 69 kV P.DUTRA TF7 MA,MAPD
MAPD--2TF2,ENT,TR 230 / 69 kV P.DUTRA TF2 MA,MAPD
MAPD--2TF3,ENT,TR 230 / 13P8 kV P.DUTRA TF3 MA,MAPD
MAPD--2TF4,ENT,TR 230 / 69 kV P.DUTRA TF4 MA,MAPD
MAPD--2TF5,ENT,TR 230 / 69 kV P.DUTRA TF5 MA,MAPD
MAPD--2TF6,ENT,TR 230 / 69 kV P.DUTRA TF6 MA,MAPD
MAPD--5TR1,ENT,TR 500 / 230 kV P.DUTRA 1 MA,MAPD
MAPF--2TF1,ENT,TR 230 / 69 kV PORTO FRANCO TF1 MA,MAPF
MAPF--2TF2,ENT,TR 230 / 69 kV PORTO FRANCO TF2 MA,MAPF
MAPF--2TF3,ENT,TR 230 / 69 kV PORTO FRANCO TF3 MA,MAPF
MAPF--2TF4,,TR 230 / 69 kV PORTO FRANCO TF4 MA,MAPF
MAPF--2TR1,ENT,TR 230 / 138 kV PORTO FRANCO 1 MA,MAPF
MAPF--2TR2,ENT,TR 230 / 138 kV PORTO FRANCO 2 MA,MAPF
MAPF--2TR3,ENT,TR 230 / 138 kV PORTO FRANCO 3 MA,MAPF
MAPLN-5TR1,SMM,TR 500 / 138 kV PAULINO NEVES 1 MA,MAPLN
MAPLN-5TR2,SMM,TR 500 / 138 kV PAULINO NEVES 2 MA,MAPLN
MAPR--2TF1,ENT,TR 230 / 69 kV PERITORO TF1 MA,MAPR
MAPR--2TF2,ENT,TR 230 / 69 kV PERITORO TF9 MA,MAPR
MAPR--2TF3,ENT,TR 230 / 69 kV PERITORO TF2 MA,MAPR
MAPR--2TF4,ENT,TR 230 / 69 kV PERITORO TF3 MA,MAPR
MASL--2TF1,ENT,TR 230 / 13P8 kV SUB S.LUIS TF1 MA,MASL
MASL--2TF2,ENT,TR 230 / 13P8 kV SUB S.LUIS TF2 MA,MASL
MASLT-2TR3,TAE,TR 230 / 138 kV STA LUZIA III AT601 MA,MASLT
MASLT-2TR4,TAE,TR 230 / 138 kV STA LUZIA III AT602 MA,MASLT
MASLT-5TR1,TAE,TR 500 / 230 kV STA LUZIA III AT701 MA,MASLT
MASLT-5TR2,TAE,TR 500 / 230 kV STA LUZIA III AT702 MA,MASLT
MAUBS-0TR2R,CMA,TR 69 / 69 kV URB DOS SANTOS 2R MA,MAUBS
MAUHET5TF3,GSU,TR 500 / 13P8 kV ESTREITO TF3 MA,TOUHET
MAUHET5TF4,GSU,TR 500 / 13P8 kV ESTREITO TF4 MA,TOUHET
MAUHET5TR12,GSU,TR 500 / 13P8 kV ESTREITO TF1 MA,TOUHET
MAUHET5TR34,GSU,TR 500 / 13P8 kV ESTREITO TF2 MA,TOUHET
MAUSUZ0TR1,SPC,TR 34P5 / 13P8 kV UTE SUZANO 31 MA,MAUSUZ
MAUSUZ0TR2,SPC,TR 34P5 / 13P8 kV UTE SUZANO 32 MA,MAUSUZ
MAUSUZ2TR3,SPC,TR 230 / 34P5 kV UTE SUZANO 61 MA,MAUSUZ
MAUTM35TR1,MP1,TR 500 / 18 kV UT.MARANHAO 3 51 MA,MAUTM3
MAUTM35TR2,MP1,TR 500 / 18 kV UT.MARANHAO 3 52 MA,MAUTM3
MAUTM35TR3,MP1,TR 500 / 18 kV UT.MARANHAO 3 58 MA,MAUTM3
MAUTM45TR1,MP1,TR 500 / 18 kV UT.MARANHAO 4 31 MA,MAUTM4
MAUTM45TR2,MP1,TR 500 / 18 kV UT.MARANHAO 4 32 MA,MAUTM4
MAUTM55TR1,MP1,TR 500 / 18 kV UT.MARANHAO 5 21 MA,MAUTM5
MAUTM55TR2,MP1,TR 500 / 18 kV UT.MARANHAO 5 22 MA,MAUTM5
MAUTNV0TB12,MP1,TR 18 / 4P16 kV U.NV.VENECIA2 B12 MA,MAUTNV
MAUTNV0TR10,MP1,TR 13P8 / 4P16 kV U.NV.VENECIA2 10 MA,MAUTNV
MAUTNV5TR12,MP1,TR 500 / 18 kV U.NV.VENECIA2 12 MA,MAUTNV
MAUTNV5TR18,MP1,TR 500 / 13P8 kV U.NV.VENECIA2 18 MA,MAUTNV
MAUTP45TR71,MP1,TR 500 / 13P8 kV UT.PARNAIBA 4 71 MA,MAUTP4
MAUTP55AT10,MP1,TR 500 / 26 kV UT.PARNAIBA V AT10 MA,MAUTP5
MAUTPI2AT01,MP1,TR 230 / 19 kV UT.POR.ITAQUI AT01 MA,MAUTPI
MGACES2TR1,CG1,TR 230 / 13P8 kV APERAM 1 MG,MGACES
MGACES2TR2,CG1,TR 230 / 13P8 kV APERAM 2 MG,MGACES
MGACES2TR3,ACS,TR 230 / 69 kV APERAM 3 MG,MGACES
MGACU22TR1,TIR,TR 230 / 138 kV ARACUAI 2 1 MG,MGACU2
MGACU22TR2,TIR,TR 230 / 138 kV ARACUAI 2 2 MG,MGACU2
MGAIMO2TR1,GEN,TR 230 / 13P8 kV AIMORES 1 MG,MGAIMO
MGAIMO2TR2,GEN,TR 230 / 13P8 kV AIMORES 2 MG,MGAIMO
MGAIMO2TR3,GEN,TR 230 / 13P8 kV AIMORES 3 MG,MGAIMO
MGARAG1TR1,CG1,TR 138 / 13P8 kV ARAGUARI 2 1 MG,MGARAG
MGARAG1TR3,CG1,TR 138 / 13P8 kV ARAGUARI 2 3 MG,MGARAG
MGARAX1TR1,CG1,TR 138 / 13P8 kV ARAXA 1 1 MG,MGARAX
MGARAX1TR2,CG1,TR 138 / 13P8 kV ARAXA 1 2 MG,MGARAX
MGARN-5T2,189,TR 500 / 34P5 kV CO SOLAR ARINOS T2 MG,MGARN
MGARN-5TRT1,189,TR 500 / 34P5 kV CO SOLAR ARINOS T1 MG,MGARN
MGARN-5TRT4,189,TR 500 / 34P5 kV CO SOLAR ARINOS T4 MG,MGARN
MGARN-5TRT5,189,TR 500 / 34P5 kV CO SOLAR ARINOS T3 MG,MGARN
MGARX-1TF1,VIS,TR 138 / 34P5 kV COL UFV ARAXA TF1 MG,MGARX
MGARX33TR1,CTP,TR 345 / 138 kV ARAXA 3 3 MG,MGARX3
MGARX33TR4,,TR 345 / 138 kV ARAXA 3 4 MG,MGARX3
MGATAL1TR1,CG1,TR 138 / 13P8 kV BH ATALAIA 1 MG,MGATAL
MGATAL1TR2,CG1,TR 138 / 13P8 kV BH ATALAIA 2 MG,MGATAL
MGATAL1TR3,CG1,TR 138 / 13P8 kV BH ATALAIA 3 MG,MGATAL
MGAVAT1TR1,CG1,TR 138 / 69 kV AVATINGUARA 1 MG,MGAVAT
MGAVAT1TR2,CG1,TR 138 / 69 kV AVATINGUARA 2 MG,MGAVAT
MGAXAT3TR1,,TR 345 / 138 kV ARAXA 3-ERRO 1 MG,MGAXAT
MGBARB1TR3,CG1,TR 138 / 13P8 kV BARBACENA 2 3 MG,MGBARB
MGBARB1TR5,,TR 138 / 13P8 kV BARBACENA 2 5 MG,MGBARB
MGBARB3TR1,CG1,TR 345 / 138 kV BARBACENA 2 1 MG,MGBARB
MGBARB3TR1A,CG1,TR 345 / 138 kV BARBACENA 2 1A MG,MGBARB
MGBARB3TR2,CG1,TR 345 / 138 kV BARBACENA 2 2 MG,MGBARB
MGBARB3TR4,,TR 345 / 138 kV BARBACENA 2 4 MG,MGBARB
MGBARR1TR3,CG1,TR 138 / 13P8 kV BARREIRO 1 3 MG,MGBARR
MGBARR3TR1,CG1,TR 345 / 138 kV BARREIRO 1 1 MG,MGBARR
MGBARR3TR1A,,TR 345 / 138 kV BARREIRO 1 1A MG,MGBARR
MGBARR3TR2,CG1,TR 345 / 138 kV BARREIRO 1 2 MG,MGBARR
MGBARR3TR3,CG1,TR 345 / 138 kV BARREIRO 1 3X MG,MGBARR
MGBARR3TR3A,,TR 345 / 138 kV BARREIRO 1 2A MG,MGBARR
MGBARR3TR4,CG1,TR 345 / 138 kV BARREIRO 1 4 MG,MGBARR
MGBARR3TR5,CG1,TR 345 / 138 kV BARREIRO 1 5 MG,MGBARR
MGBARR3TR6,CG1,TR 345 / 138 kV BARREIRO 1 6 MG,MGBARR
MGBBRA1TR1,BRN,TR 138 / 13P8 kV BARRA BRAUNA 1 MG,MGBBRA
MGBDE35TR1,CG1,TR 500 / 18P5 kV B.DESPACHO 3 1 MG,MGBDE3
MGBET-3TR1,CYM,TR 345 / 138 kV BETIM 6 1 MG,MGBET
MGBET-3TR2,CYM,TR 345 / 138 kV BETIM 6 2 MG,MGBET
MGBET21TR1,CG1,TR 138 / 13P8 kV BETIM 2 1 MG,MGBET2
MGBET21TR2,CG1,TR 138 / 13P8 kV BETIM 2 2 MG,MGBET2
MGBET31TR2,CG1,TR 138 / 13P8 kV BETIM 3 2 MG,MGBET3
MGBET31TR4,CG1,TR 138 / 13P8 kV BETIM 3 4 MG,MGBET3
MGBET31TR5,CG1,TR 138 / 69 kV BETIM 3 5 MG,MGBET3
MGBHPM1TR1,CD1,TR 138 / 13P8 kV BH PAMPULHA 1 MG,MGBHPA
MGBHPM1TR2,CD1,TR 138 / 13P8 kV BH PAMPULHA 2 MG,MGBHPA
MGBHPM1TR3,CD1,TR 138 / 13P8 kV BH PAMPULHA 3 MG,MGBHPA
MGBHPM1TR4,CD1,TR 138 / 13P8 kV BH PAMPULHA 4 MG,MGBHPA
MGBONS1TR1,CG1,TR 138 / 13P8 kV BH BONSUCESSO 1 MG,MGBONS
MGBONS1TR2,CG1,TR 138 / 13P8 kV BH BONSUCESSO 2 MG,MGBONS
MGBONS1TR3,CG1,TR 138 / 13P8 kV BH BONSUCESSO 3 MG,MGBONS
MGBRAU2TR1,CYM,TR 230 / 138 kV BRAUNAS F1 MG,MGBRAU
MGBRAU2TR2,CYM,TR 230 / 161 kV BRAUNAS F2 MG,MGBRAU
MGBRZ35TR1,CYM,TR 500 / 345 kV BURITIZEIRO 3 1 MG,MGBRZ3
MGBST11TRT1,SAG,TR 138 / 34P5 kV COL BOA SORTE 1 T1 MG,MGBST1
MGBST11TRT2,SAG,TR 138 / 34P5 kV COL BOA SORTE 1 T2 MG,MGBST1
MGBST251,GEN,TR 500 / 34P5 kV COL BOA SORTE 2 1 MG,MGBST2
MGBST25TR2,GEN,TR 500 / 34P5 kV COL BOA SORTE 2 2 MG,MGBST2
MGCAMA1TR1,CG1,TR 138 / 6P9 kV CAMARGOS 1 MG,MGCAMA
MGCAMA1TR2,CG1,TR 138 / 6P9 kV CAMARGOS 2 MG,MGCAMA
MGCAMB1TR1,CG1,TR 138 / 13P8 kV CAMPO BELO 1 MG,MGCAMB
MGCAMB1TR2,CG1,TR 138 / 13P8 kV CAMPO BELO 2 MG,MGCAMB
MGCCL11TR2,CG1,TR 138 / 13P8 kV CAR.CHAGAS 1 2 MG,MGCCL1
MGCCL21TR1,CG1,TR 138 / 13P8 kV CAR.CHAGAS 2 1 MG,MGCCL2
MGCINC1TR1,CG1,TR 138 / 13P8 kV CINCO 1 MG,MGCINC
MGCINC1TR2,CG1,TR 138 / 13P8 kV CINCO 2 MG,MGCINC
MGCISL1TR1,CG1,TR 138 / 13P8 kV CI.STA.LUZIA 1 MG,MGCISL
MGCPB11TR1,GEN,TR 138 / 13P8 kV AMADORAGUIAR1 1 MG,MGCPB1
MGCPB11TR2,GEN,TR 138 / 13P8 kV AMADORAGUIAR1 2 MG,MGCPB1
MGCPB11TR3,GEN,TR 138 / 13P8 kV AMADORAGUIAR1 3 MG,MGCPB1
MGCPB21TR1,GEN,TR 138 / 13P8 kV AMADORAGUIAR2 1 MG,MGCPB2
MGCPB21TR2,GEN,TR 138 / 13P8 kV AMADORAGUIAR2 2 MG,MGCPB2
MGCPB21TR3,GEN,TR 138 / 13P8 kV AMADORAGUIAR2 3 MG,MGCPB2
MGCPEN0TR1,CG1,TR 69 / 13P8 kV CONSE. PENA 1 MG,MGCPEN
MGCPEN0TR2,CG1,TR 69 / 13P8 kV CONSE. PENA 2 MG,MGCPEN
MGCPEN2TR4,CG1,TR 230 / 13P8 kV CONSE. PENA 4 MG,MGCPEN
MGCPEN2TR5,CG1,TR 230 / 69 kV CONSE. PENA 5 MG,MGCPEN
MGCRL-1TR2,CG1,TR 138 / 13P8 kV CARANGOLA 2 MG,MGCRL
MGDRC-5TR1,D1R,TR 500 / 34P5 kV DRACO 1 MG,MGDRC
MGDRC-5TR2,D1R,TR 500 / 34P5 kV DRACO 2 MG,MGDRC
MGEMBO1TR8,CG1,TR 138 / 13P8 kV EMBORCACAO 8 MG,MGEMBO
MGEMBO1TR9,CG1,TR 138 / 13P8 kV EMBORCACAO 9 MG,MGEMBO
MGEMBO5TR1,CG1,TR 500 / 16P5 kV THEO C SANTIAGO 1 MG,MGUTCS
MGEMBO5TR10,CG1,TR 500 / 138 kV EMBORCACAO 10 MG,MGEMBO
MGEMBO5TR2,CG1,TR 500 / 16P5 kV THEO C SANTIAGO 2 MG,MGUTCS
MGEMBO5TR3,CG1,TR 500 / 16P5 kV THEO C SANTIAGO 3 MG,MGUTCS
MGEMBO5TR4,CG1,TR 500 / 16P5 kV THEO C SANTIAGO 4 MG,MGUTCS
MGEMBO5TR6,CG1,TR 500 / 138 kV EMBORCACAO 6 MG,MGEMBO
MGEMBO5TR7,CG1,TR 500 / 138 kV EMBORCACAO 7 MG,MGEMBO
MGEST-53,BLM,TR 500 / 329 kV ESTREITO 3 MG,MGSTES
MGEST-54,BLM,TR 500 / 329 kV ESTREITO 4 MG,MGSTES
MGEST-55,BLM,TR 500 / 329 kV ESTREITO 5 MG,MGSTES
MGEST-56,BLM,TR 500 / 329 kV ESTREITO 6 MG,MGSTES
MGEST-5CS01,CDR,TR 500 / 13P8 kV ESTREITO CS01 MG,MGSTES
MGEST-5CS02,CDR,TR 500 / 13P8 kV ESTREITO CS02 MG,MGSTES
MGEST-5CS03,CDR,TR 500 / 13P8 kV ESTREITO CS03 MG,MGSTES
MGFSA-1TR1,BEI,TR 138 / 34P5 kV COL FRANCISC SA 1 MG,MGFSA
MGFUNI1TR1,GEN,TR 138 / 10 kV FUNIL GRANDE 1 MG,MGFUNI
MGFUNI1TR2,GEN,TR 138 / 10 kV FUNIL GRANDE 2 MG,MGFUNI
MGFUNI1TR3,GEN,TR 138 / 10 kV FUNIL GRANDE 3 MG,MGFUNI
MGGFNT0TR1,CMG,TR 69 / 6P9 kV GAFANHOTO 1 MG,MGGFNT
MGGFNT0TR2,CMG,TR 69 / 6P9 kV GAFANHOTO 2 MG,MGGFNT
MGGFNT0TR3,CMG,TR 69 / 6P9 kV GAFANHOTO 3 MG,MGGFNT
MGGFNT0TR4,CMG,TR 69 / 6P9 kV GAFANHOTO 4 MG,MGGFNT
MGGFNT1TR11,CG1,TR 138 / 13P8 kV GAFANHOTO 11 MG,MGGFNT
MGGFNT1TR8,CG1,TR 138 / 69 kV GAFANHOTO 8 MG,MGGFNT
MGGFNT1TR9,CG1,TR 138 / 69 kV GAFANHOTO 9 MG,MGGFNT
MGGOB-3TR1,,TR 345 / 69 kV GERDAU O.BRANCO 1 MG,MGGOB
MGGOB-3TR2,,TR 345 / 69 kV GERDAU O.BRANCO 2 MG,MGGOB
MGGOB-3TR3,,TR 345 / 69 kV GERDAU O.BRANCO 3 MG,MGGOB
MGGOB-3TR4,,TR 345 / 69 kV GERDAU O.BRANCO 4 MG,MGGOB
MGGUIL2TR1,GAM,TR 230 / 13P8 kV GUILMA AMORIM 1 MG,MGGUIL
MGGUIL2TR2,GAM,TR 230 / 13P8 kV GUILMA AMORIM 2 MG,MGGUIL
MGGVA65TR1,TME,TR 500 / 230 kV G.VALADARES 6 2 MG,MGGVA6
MGGVA65TR2,TME,TR 500 / 230 kV G.VALADARES 6 3 MG,MGGVA6
MGGVAL0TR11,CG1,TR 69 / 34P5 kV G.VALADARES 2 11 MG,MGGVAL
MGGVAL1T13,,TR 138 / 69 kV G.VALADARES 2 T13 MG,MGGVAL
MGGVAL1TR12,ONS,TR 138 / 69 kV G.VALADARES 2 12 MG,MGGVAL
MGGVAL1TR5,CG1,TR 138 / 69 kV G.VALADARES 2 5 MG,MGGVAL
MGGVAL1TR6,CG1,TR 138 / 69 kV G.VALADARES 2 6 MG,MGGVAL
MGGVAL1TR7,CG1,TR 138 / 69 kV G.VALADARES 2 7 MG,MGGVAL
MGGVAL214N,CG1,TR 230 / 13P8 kV G.VALADARES 2 14 MG,MGGVAL
MGGVAL215,CG1,TR 230 / 13P8 kV G.VALADARES 2 15 MG,MGGVAL
MGGVAL2T14,CG1,TR 230 / 13P8 kV G.VALADARES 2 14X MG,MGGVAL
MGGVAL2T15,CG1,TR 230 / 13P8 kV G.VALADARES 2 XX MG,MGGVAL
MGGVAL2TR1,CG1,TR 230 / 138 kV G.VALADARES 2 1 MG,MGGVAL
MGGVAL2TR2,CG1,TR 230 / 138 kV G.VALADARES 2 2 MG,MGGVAL
MGGVAL2TR3,CG1,TR 230 / 138 kV G.VALADARES 2 3 MG,MGGVAL
MGGVAL2TR4,CG1,TR 230 / 138 kV G.VALADARES 2 4 MG,MGGVAL
MGGVAL2TR8,CG1,TR 230 / 13P8 kV G.VALADARES 2 8 MG,MGGVAL
MGGVAL2TR9,CG1,TR 230 / 13P8 kV G.VALADARES 2 9 MG,MGGVAL
MGHORT1TR1,CG1,TR 138 / 13P8 kV BH HORTO 1 MG,MGHORT
MGHORT1TR2,CG1,TR 138 / 13P8 kV BH HORTO 2 MG,MGHORT
MGHORT1TR3,CG1,TR 138 / 13P8 kV BH HORTO 3 MG,MGHORT
MGHVAL3TRT1,GEN,TR 345 / 34P5 kV VARZEA PALMA 4 T1 MG,MGHVAL
MGHVAL3TRT2,GEN,TR 345 / 34P5 kV VARZEA PALMA 4 T2 MG,MGHVAL
MGIGAR1TR1,IGA,TR 138 / 6P9 kV IGARAPAVA 1 MG,MGIGAR
MGIGAR1TR2,IGA,TR 138 / 6P9 kV IGARAPAVA 2 MG,MGIGAR
MGIGAR1TR3,IGA,TR 138 / 6P9 kV IGARAPAVA 3 MG,MGIGAR
MGIGAR1TR4,IGA,TR 138 / 6P9 kV IGARAPAVA 4 MG,MGIGAR
MGIGAR1TR5,IGA,TR 138 / 6P9 kV IGARAPAVA 5 MG,MGIGAR
MGIGPE1TR3,CG1,TR 138 / 13P8 kV IGARAPE 3 MG,MGIGPE
MGIGPE1TR5,CG1,TR 138 / 13P8 kV IGARAPE 5 MG,MGIGPE
MGIIGD1TR4,CG1,TR 138 / 69 kV IPATINGA 2 4 MG,MGIPT2
MGIPA21TR1,CMG,TR 161 / 69 kV IPATINGA 2 1 MG,MGIPT2
MGIPA21TR2,CMG,TR 138 / 69 kV IPATINGA 2 2 MG,MGIPT2
MGIPA21TR3,CG1,TR 138 / 69 kV IPATINGA 2 3 MG,MGIPT2
MGIPA21TR5,CMG,TR 161 / 69 kV IPATINGA 2 5 MG,MGIPT2
MGIPAT1TR2,CG1,TR 161 / 138 kV IPATINGA 1 2 MG,MGIPAT
MGIPAT2TR1,CG1,TR 230 / 138 kV IPATINGA 1 1 MG,MGIPAT
MGIPAT2TR3,CG1,TR 230 / 13P8 kV IPATINGA 1 3 MG,MGIPAT
MGIPAT2TR4,CG1,TR 230 / 138 kV IPATINGA 1 4 MG,MGIPAT
MGIPAT2TR5,CG1,TR 230 / 13P8 kV IPATINGA 1 5 MG,MGIPAT
MGIPAT2TR6,,TR 230 / 161 kV IPATINGA 1 1A MG,MGIPAT
MGIRAE3TR1,TIR,TR 345 / 230 kV IRAPE-SE 4 MG,MGIRAE
MGIRAE3TR5,TIR,TR 345 / 230 kV IRAPE-SE 5 MG,MGIRAE
MGIRAP3TR1,CG1,TR 345 / 13P8 kV IRAPE-US 1 MG,MGIRAP
MGIRAP3TR2,CG1,TR 345 / 13P8 kV IRAPE-US 2 MG,MGIRAP
MGIRAP3TR3,CG1,TR 345 / 13P8 kV IRAPE-US 3 MG,MGIRAP
MGITAB0TR3,CG1,TR 69 / 13P8 kV ITABIRA 2 3 MG,MGITAB
MGITAB2TR1,CG1,TR 230 / 69 kV ITABIRA 2 1 MG,MGITAB
MGITAB2TR2,CG1,TR 230 / 13P8 kV ITABIRA 2 2 MG,MGITAB
MGITAB2TR2,CG1,TR 230 / 13P8 kV ITABIRA 2 2X MG,MGITAB
MGITB25ATR2,963,TR 500 / 345 kV ITABIRITO 2 ATR2 MG,MGITB2
MGITB25TR1,963,TR 500 / 345 kV ITABIRITO 2 ATR3 MG,MGITB2
MGITB55TR1,CYM,TR 500 / 230 kV ITABIRA 5 1 MG,MGITB5
MGITB55TR2,CYM,TR 500 / 230 kV ITABIRA 5 2 MG,MGITB5
MGITJ35TR1,CG1,TR 500 / 138 kV ITAJUBA 3 1 MG,MGITJ3
MGITJ35TR2,CG1,TR 500 / 138 kV ITAJUBA 3 2 MG,MGITJ3
MGITSE3TR1,CG1,TR 345 / 138 kV ITUTINGA-SE 1 MG,MGITSE
MGITSE3TR2,CG1,TR 345 / 138 kV ITUTINGA-SE 2 MG,MGITSE
MGITUT1TR21,CG1,TR 138 / 6P9 kV ITUTINGA-US 21 MG,MGITUT
MGITUT1TR22,CG1,TR 138 / 6P9 kV ITUTINGA-US 22 MG,MGITUT
MGITUT1TR23,CG1,TR 138 / 6P9 kV ITUTINGA-US 23 MG,MGITUT
MGITUT1TR24,CG1,TR 138 / 6P9 kV ITUTINGA-US 24 MG,MGITUT
MGITUT1TR25,CG1,TR 138 / 69 kV ITUTINGA-US 25 MG,MGITUT
MGJAB-2TR1,VIS,TR 230 / 138 kV JAIBA T2 MG,MGJAB
MGJAB-2TR2,VIS,TR 230 / 138 kV JAIBA T3 MG,MGJAB
MGJAB-2TR3,CTP,TR 500 / 230 kV JAIBA 3 MG,MGJAB
MGJAB-5TR1,CTP,TR 500 / 230 kV JAIBA 1 MG,MGJAB
MGJAB-5TR2,CTP,TR 500 / 230 kV JAIBA 2 MG,MGJAB
MGJAI31TR01,VIS,TR 138 / 34P5 kV JAIBA N 01 MG,MGJAI3
